,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-02-03 06:50:35.531303,2020-02-03,2020,2,3,Nike,nike,12,2020-02-03
1,sneakernews.com,2020-02-03 06:50:35.540079,2020-02-03,2020,2,3,Nike,jordan,21,2020-02-03
2,sneakernews.com,2020-02-03 06:50:35.544200,2020-02-03,2020,2,3,Nike,converse,2,2020-02-03
3,sneakernews.com,2020-02-03 06:50:35.548683,2020-02-03,2020,2,3,Adidas,adidas,7,2020-02-03
4,sneakernews.com,2020-02-03 06:50:35.552920,2020-02-03,2020,2,3,Adidas,reebok,2,2020-02-03
5,sneakernews.com,2020-02-03 06:50:35.556966,2020-02-03,2020,2,3,Adidas,adidas,7,2020-02-03
6,sneakernews.com,2020-02-03 06:50:35.560727,2020-02-03,2020,2,3,Adidas,kanye,0,2020-02-03
7,sneakernews.com,2020-02-03 06:50:35.564380,2020-02-03,2020,2,3,Adidas,yeezy,6,2020-02-03
8,sneakernews.com,2020-02-03 06:50:35.568169,2020-02-03,2020,2,3,New Balance,NB,0,2020-02-03
9,sneakernews.com,2020-02-03 06:50:35.571839,2020-02-03,2020,2,3,New Balance,new balance,2,2020-02-03
10,sneakernews.com,2020-02-03 06:50:35.575449,2020-02-03,2020,2,3,Puma,Puma,0,2020-02-03
11,sneakernews.com,2020-02-03 06:50:35.579353,2020-02-03,2020,2,3,Puma,puma,2,2020-02-03
12,sneakernews.com,2020-02-03 06:50:35.583090,2020-02-03,2020,2,3,Vans,Vans,0,2020-02-03
13,sneakernews.com,2020-02-03 06:50:35.586768,2020-02-03,2020,2,3,Vans,vans,3,2020-02-03
0,Solecollector.com,2020-02-03 06:50:37.253136,2020-02-03,2020,2,3,Nike,nike,7,2020-02-03
1,Solecollector.com,2020-02-03 06:50:37.257103,2020-02-03,2020,2,3,Nike,jordan,5,2020-02-03
2,Solecollector.com,2020-02-03 06:50:37.260864,2020-02-03,2020,2,3,Nike,converse,0,2020-02-03
3,Solecollector.com,2020-02-03 06:50:37.264418,2020-02-03,2020,2,3,Adidas,adidas,1,2020-02-03
4,Solecollector.com,2020-02-03 06:50:37.268352,2020-02-03,2020,2,3,Adidas,reebok,1,2020-02-03
5,Solecollector.com,2020-02-03 06:50:37.271987,2020-02-03,2020,2,3,Adidas,adidas,1,2020-02-03
6,Solecollector.com,2020-02-03 06:50:37.275913,2020-02-03,2020,2,3,Adidas,kanye,0,2020-02-03
7,Solecollector.com,2020-02-03 06:50:37.279779,2020-02-03,2020,2,3,Adidas,yeezy,0,2020-02-03
8,Solecollector.com,2020-02-03 06:50:37.283608,2020-02-03,2020,2,3,New Balance,NB,0,2020-02-03
9,Solecollector.com,2020-02-03 06:50:37.287497,2020-02-03,2020,2,3,New Balance,new balance,0,2020-02-03
10,Solecollector.com,2020-02-03 06:50:37.291418,2020-02-03,2020,2,3,Puma,Puma,0,2020-02-03
11,Solecollector.com,2020-02-03 06:50:37.299037,2020-02-03,2020,2,3,Puma,puma,1,2020-02-03
12,Solecollector.com,2020-02-03 06:50:37.302863,2020-02-03,2020,2,3,Vans,Vans,0,2020-02-03
13,Solecollector.com,2020-02-03 06:50:37.306631,2020-02-03,2020,2,3,Vans,vans,0,2020-02-03
0,hypebeast.com,2020-02-03 06:50:39.254768,2020-02-03,2020,2,3,Nike,nike,4,2020-02-03
1,hypebeast.com,2020-02-03 06:50:39.258730,2020-02-03,2020,2,3,Nike,jordan,5,2020-02-03
2,hypebeast.com,2020-02-03 06:50:39.262938,2020-02-03,2020,2,3,Nike,converse,1,2020-02-03
3,hypebeast.com,2020-02-03 06:50:39.267197,2020-02-03,2020,2,3,Adidas,adidas,3,2020-02-03
4,hypebeast.com,2020-02-03 06:50:39.271508,2020-02-03,2020,2,3,Adidas,reebok,0,2020-02-03
5,hypebeast.com,2020-02-03 06:50:39.275399,2020-02-03,2020,2,3,Adidas,adidas,3,2020-02-03
6,hypebeast.com,2020-02-03 06:50:39.279088,2020-02-03,2020,2,3,Adidas,kanye,1,2020-02-03
7,hypebeast.com,2020-02-03 06:50:39.282609,2020-02-03,2020,2,3,Adidas,yeezy,0,2020-02-03
8,hypebeast.com,2020-02-03 06:50:39.286751,2020-02-03,2020,2,3,New Balance,NB,0,2020-02-03
9,hypebeast.com,2020-02-03 06:50:39.290890,2020-02-03,2020,2,3,New Balance,new balance,0,2020-02-03
10,hypebeast.com,2020-02-03 06:50:39.295073,2020-02-03,2020,2,3,Puma,Puma,0,2020-02-03
11,hypebeast.com,2020-02-03 06:50:39.298896,2020-02-03,2020,2,3,Puma,puma,1,2020-02-03
12,hypebeast.com,2020-02-03 06:50:39.302834,2020-02-03,2020,2,3,Vans,Vans,0,2020-02-03
13,hypebeast.com,2020-02-03 06:50:39.306506,2020-02-03,2020,2,3,Vans,vans,0,2020-02-03
