,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-01-28 18:09:37.597005,2020-01-28,2020,1,28,Nike,nike,10,2020-01-28
1,sneakernews.com,2020-01-28 18:09:37.602201,2020-01-28,2020,1,28,Nike,jordan,16,2020-01-28
2,sneakernews.com,2020-01-28 18:09:37.606934,2020-01-28,2020,1,28,Nike,converse,2,2020-01-28
3,sneakernews.com,2020-01-28 18:09:37.610495,2020-01-28,2020,1,28,Adidas,adidas,8,2020-01-28
4,sneakernews.com,2020-01-28 18:09:37.613897,2020-01-28,2020,1,28,Adidas,reebok,2,2020-01-28
5,sneakernews.com,2020-01-28 18:09:37.617374,2020-01-28,2020,1,28,Adidas,adidas,8,2020-01-28
6,sneakernews.com,2020-01-28 18:09:37.620726,2020-01-28,2020,1,28,Adidas,kanye,0,2020-01-28
7,sneakernews.com,2020-01-28 18:09:37.624041,2020-01-28,2020,1,28,Adidas,yeezy,5,2020-01-28
8,sneakernews.com,2020-01-28 18:09:37.627509,2020-01-28,2020,1,28,New Balance,NB,0,2020-01-28
9,sneakernews.com,2020-01-28 18:09:37.631054,2020-01-28,2020,1,28,New Balance,new balance,3,2020-01-28
10,sneakernews.com,2020-01-28 18:09:37.634405,2020-01-28,2020,1,28,Puma,Puma,0,2020-01-28
11,sneakernews.com,2020-01-28 18:09:37.637966,2020-01-28,2020,1,28,Puma,puma,2,2020-01-28
12,sneakernews.com,2020-01-28 18:09:37.641246,2020-01-28,2020,1,28,Vans,Vans,0,2020-01-28
13,sneakernews.com,2020-01-28 18:09:37.644507,2020-01-28,2020,1,28,Vans,vans,2,2020-01-28
0,Solecollector.com,2020-01-28 18:09:38.820141,2020-01-28,2020,1,28,Nike,nike,2,2020-01-28
1,Solecollector.com,2020-01-28 18:09:38.823759,2020-01-28,2020,1,28,Nike,jordan,8,2020-01-28
2,Solecollector.com,2020-01-28 18:09:38.827057,2020-01-28,2020,1,28,Nike,converse,0,2020-01-28
3,Solecollector.com,2020-01-28 18:09:38.830486,2020-01-28,2020,1,28,Adidas,adidas,4,2020-01-28
4,Solecollector.com,2020-01-28 18:09:38.833718,2020-01-28,2020,1,28,Adidas,reebok,1,2020-01-28
5,Solecollector.com,2020-01-28 18:09:38.839087,2020-01-28,2020,1,28,Adidas,adidas,4,2020-01-28
6,Solecollector.com,2020-01-28 18:09:38.842362,2020-01-28,2020,1,28,Adidas,kanye,0,2020-01-28
7,Solecollector.com,2020-01-28 18:09:38.845657,2020-01-28,2020,1,28,Adidas,yeezy,3,2020-01-28
8,Solecollector.com,2020-01-28 18:09:38.849239,2020-01-28,2020,1,28,New Balance,NB,0,2020-01-28
9,Solecollector.com,2020-01-28 18:09:38.852631,2020-01-28,2020,1,28,New Balance,new balance,0,2020-01-28
10,Solecollector.com,2020-01-28 18:09:38.856256,2020-01-28,2020,1,28,Puma,Puma,0,2020-01-28
11,Solecollector.com,2020-01-28 18:09:38.860033,2020-01-28,2020,1,28,Puma,puma,1,2020-01-28
12,Solecollector.com,2020-01-28 18:09:38.863698,2020-01-28,2020,1,28,Vans,Vans,0,2020-01-28
13,Solecollector.com,2020-01-28 18:09:38.867099,2020-01-28,2020,1,28,Vans,vans,0,2020-01-28
0,hypebeast.com,2020-01-28 18:09:40.384695,2020-01-28,2020,1,28,Nike,nike,6,2020-01-28
1,hypebeast.com,2020-01-28 18:09:40.388561,2020-01-28,2020,1,28,Nike,jordan,4,2020-01-28
2,hypebeast.com,2020-01-28 18:09:40.391912,2020-01-28,2020,1,28,Nike,converse,1,2020-01-28
3,hypebeast.com,2020-01-28 18:09:40.395276,2020-01-28,2020,1,28,Adidas,adidas,2,2020-01-28
4,hypebeast.com,2020-01-28 18:09:40.398619,2020-01-28,2020,1,28,Adidas,reebok,0,2020-01-28
5,hypebeast.com,2020-01-28 18:09:40.402046,2020-01-28,2020,1,28,Adidas,adidas,2,2020-01-28
6,hypebeast.com,2020-01-28 18:09:40.405356,2020-01-28,2020,1,28,Adidas,kanye,0,2020-01-28
7,hypebeast.com,2020-01-28 18:09:40.408670,2020-01-28,2020,1,28,Adidas,yeezy,0,2020-01-28
8,hypebeast.com,2020-01-28 18:09:40.411985,2020-01-28,2020,1,28,New Balance,NB,0,2020-01-28
9,hypebeast.com,2020-01-28 18:09:40.415411,2020-01-28,2020,1,28,New Balance,new balance,1,2020-01-28
10,hypebeast.com,2020-01-28 18:09:40.418699,2020-01-28,2020,1,28,Puma,Puma,0,2020-01-28
11,hypebeast.com,2020-01-28 18:09:40.421998,2020-01-28,2020,1,28,Puma,puma,1,2020-01-28
12,hypebeast.com,2020-01-28 18:09:40.425213,2020-01-28,2020,1,28,Vans,Vans,0,2020-01-28
13,hypebeast.com,2020-01-28 18:09:40.428502,2020-01-28,2020,1,28,Vans,vans,0,2020-01-28
