,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2020-08-02 18:06:29.701084,2020-08-02,2020,8,2,Nike,nike,8,2020-08-02
1,sneakernews.com,2020-08-02 18:06:29.708675,2020-08-02,2020,8,2,Nike,jordan,24,2020-08-02
2,sneakernews.com,2020-08-02 18:06:29.713701,2020-08-02,2020,8,2,Nike,converse,2,2020-08-02
3,sneakernews.com,2020-08-02 18:06:29.717792,2020-08-02,2020,8,2,Adidas,adidas,10,2020-08-02
4,sneakernews.com,2020-08-02 18:06:29.721983,2020-08-02,2020,8,2,Adidas,reebok,3,2020-08-02
5,sneakernews.com,2020-08-02 18:06:29.725911,2020-08-02,2020,8,2,Adidas,adidas,10,2020-08-02
6,sneakernews.com,2020-08-02 18:06:29.730017,2020-08-02,2020,8,2,Adidas,kanye,0,2020-08-02
7,sneakernews.com,2020-08-02 18:06:29.734019,2020-08-02,2020,8,2,Adidas,yeezy,10,2020-08-02
8,sneakernews.com,2020-08-02 18:06:29.737993,2020-08-02,2020,8,2,New Balance,NB,0,2020-08-02
9,sneakernews.com,2020-08-02 18:06:29.741935,2020-08-02,2020,8,2,New Balance,new balance,3,2020-08-02
10,sneakernews.com,2020-08-02 18:06:29.746144,2020-08-02,2020,8,2,Puma,Puma,0,2020-08-02
11,sneakernews.com,2020-08-02 18:06:29.750364,2020-08-02,2020,8,2,Puma,puma,2,2020-08-02
12,sneakernews.com,2020-08-02 18:06:29.755084,2020-08-02,2020,8,2,Vans,Vans,0,2020-08-02
13,sneakernews.com,2020-08-02 18:06:29.759180,2020-08-02,2020,8,2,Vans,vans,3,2020-08-02
0,Solecollector.com,2020-08-02 18:06:31.668261,2020-08-02,2020,8,2,Nike,nike,5,2020-08-02
1,Solecollector.com,2020-08-02 18:06:31.674254,2020-08-02,2020,8,2,Nike,jordan,7,2020-08-02
2,Solecollector.com,2020-08-02 18:06:31.678488,2020-08-02,2020,8,2,Nike,converse,0,2020-08-02
3,Solecollector.com,2020-08-02 18:06:31.682619,2020-08-02,2020,8,2,Adidas,adidas,1,2020-08-02
4,Solecollector.com,2020-08-02 18:06:31.686960,2020-08-02,2020,8,2,Adidas,reebok,1,2020-08-02
5,Solecollector.com,2020-08-02 18:06:31.691309,2020-08-02,2020,8,2,Adidas,adidas,1,2020-08-02
6,Solecollector.com,2020-08-02 18:06:31.695389,2020-08-02,2020,8,2,Adidas,kanye,0,2020-08-02
7,Solecollector.com,2020-08-02 18:06:31.699438,2020-08-02,2020,8,2,Adidas,yeezy,0,2020-08-02
8,Solecollector.com,2020-08-02 18:06:31.703621,2020-08-02,2020,8,2,New Balance,NB,0,2020-08-02
9,Solecollector.com,2020-08-02 18:06:31.707932,2020-08-02,2020,8,2,New Balance,new balance,2,2020-08-02
10,Solecollector.com,2020-08-02 18:06:31.712070,2020-08-02,2020,8,2,Puma,Puma,0,2020-08-02
11,Solecollector.com,2020-08-02 18:06:31.716115,2020-08-02,2020,8,2,Puma,puma,1,2020-08-02
12,Solecollector.com,2020-08-02 18:06:31.720365,2020-08-02,2020,8,2,Vans,Vans,0,2020-08-02
13,Solecollector.com,2020-08-02 18:06:31.724533,2020-08-02,2020,8,2,Vans,vans,0,2020-08-02
0,hypebeast.com,2020-08-02 18:06:34.438336,2020-08-02,2020,8,2,Nike,nike,3,2020-08-02
1,hypebeast.com,2020-08-02 18:06:34.447031,2020-08-02,2020,8,2,Nike,jordan,2,2020-08-02
2,hypebeast.com,2020-08-02 18:06:34.453052,2020-08-02,2020,8,2,Nike,converse,1,2020-08-02
3,hypebeast.com,2020-08-02 18:06:34.458502,2020-08-02,2020,8,2,Adidas,adidas,2,2020-08-02
4,hypebeast.com,2020-08-02 18:06:34.463692,2020-08-02,2020,8,2,Adidas,reebok,0,2020-08-02
5,hypebeast.com,2020-08-02 18:06:34.468885,2020-08-02,2020,8,2,Adidas,adidas,2,2020-08-02
6,hypebeast.com,2020-08-02 18:06:34.473975,2020-08-02,2020,8,2,Adidas,kanye,0,2020-08-02
7,hypebeast.com,2020-08-02 18:06:34.479285,2020-08-02,2020,8,2,Adidas,yeezy,1,2020-08-02
8,hypebeast.com,2020-08-02 18:06:34.484193,2020-08-02,2020,8,2,New Balance,NB,0,2020-08-02
9,hypebeast.com,2020-08-02 18:06:34.489209,2020-08-02,2020,8,2,New Balance,new balance,0,2020-08-02
10,hypebeast.com,2020-08-02 18:06:34.494533,2020-08-02,2020,8,2,Puma,Puma,0,2020-08-02
11,hypebeast.com,2020-08-02 18:06:34.499709,2020-08-02,2020,8,2,Puma,puma,1,2020-08-02
12,hypebeast.com,2020-08-02 18:06:34.504669,2020-08-02,2020,8,2,Vans,Vans,0,2020-08-02
13,hypebeast.com,2020-08-02 18:06:34.509598,2020-08-02,2020,8,2,Vans,vans,0,2020-08-02
