,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2020-07-12 07:51:40.737856,2020-07-12,2020,7,12,Nike,nike,7,2020-07-12
1,sneakernews.com,2020-07-12 07:51:40.746561,2020-07-12,2020,7,12,Nike,jordan,27,2020-07-12
2,sneakernews.com,2020-07-12 07:51:40.753118,2020-07-12,2020,7,12,Nike,converse,2,2020-07-12
3,sneakernews.com,2020-07-12 07:51:40.758599,2020-07-12,2020,7,12,Adidas,adidas,10,2020-07-12
4,sneakernews.com,2020-07-12 07:51:40.764227,2020-07-12,2020,7,12,Adidas,reebok,2,2020-07-12
5,sneakernews.com,2020-07-12 07:51:40.770302,2020-07-12,2020,7,12,Adidas,adidas,10,2020-07-12
6,sneakernews.com,2020-07-12 07:51:40.775638,2020-07-12,2020,7,12,Adidas,kanye,0,2020-07-12
7,sneakernews.com,2020-07-12 07:51:40.781267,2020-07-12,2020,7,12,Adidas,yeezy,11,2020-07-12
8,sneakernews.com,2020-07-12 07:51:40.787543,2020-07-12,2020,7,12,New Balance,NB,0,2020-07-12
9,sneakernews.com,2020-07-12 07:51:40.792627,2020-07-12,2020,7,12,New Balance,new balance,2,2020-07-12
10,sneakernews.com,2020-07-12 07:51:40.799058,2020-07-12,2020,7,12,Puma,Puma,0,2020-07-12
11,sneakernews.com,2020-07-12 07:51:40.805108,2020-07-12,2020,7,12,Puma,puma,2,2020-07-12
12,sneakernews.com,2020-07-12 07:51:40.810334,2020-07-12,2020,7,12,Vans,Vans,0,2020-07-12
13,sneakernews.com,2020-07-12 07:51:40.816331,2020-07-12,2020,7,12,Vans,vans,2,2020-07-12
0,Solecollector.com,2020-07-12 07:51:43.370582,2020-07-12,2020,7,12,Nike,nike,6,2020-07-12
1,Solecollector.com,2020-07-12 07:51:43.381273,2020-07-12,2020,7,12,Nike,jordan,6,2020-07-12
2,Solecollector.com,2020-07-12 07:51:43.387456,2020-07-12,2020,7,12,Nike,converse,0,2020-07-12
3,Solecollector.com,2020-07-12 07:51:43.393582,2020-07-12,2020,7,12,Adidas,adidas,1,2020-07-12
4,Solecollector.com,2020-07-12 07:51:43.399209,2020-07-12,2020,7,12,Adidas,reebok,1,2020-07-12
5,Solecollector.com,2020-07-12 07:51:43.405519,2020-07-12,2020,7,12,Adidas,adidas,1,2020-07-12
6,Solecollector.com,2020-07-12 07:51:43.411999,2020-07-12,2020,7,12,Adidas,kanye,0,2020-07-12
7,Solecollector.com,2020-07-12 07:51:43.417599,2020-07-12,2020,7,12,Adidas,yeezy,1,2020-07-12
8,Solecollector.com,2020-07-12 07:51:43.423797,2020-07-12,2020,7,12,New Balance,NB,0,2020-07-12
9,Solecollector.com,2020-07-12 07:51:43.429724,2020-07-12,2020,7,12,New Balance,new balance,0,2020-07-12
10,Solecollector.com,2020-07-12 07:51:43.435475,2020-07-12,2020,7,12,Puma,Puma,0,2020-07-12
11,Solecollector.com,2020-07-12 07:51:43.441540,2020-07-12,2020,7,12,Puma,puma,1,2020-07-12
12,Solecollector.com,2020-07-12 07:51:43.447511,2020-07-12,2020,7,12,Vans,Vans,0,2020-07-12
13,Solecollector.com,2020-07-12 07:51:43.454694,2020-07-12,2020,7,12,Vans,vans,0,2020-07-12
0,hypebeast.com,2020-07-12 07:51:46.872808,2020-07-12,2020,7,12,Nike,nike,1,2020-07-12
1,hypebeast.com,2020-07-12 07:51:46.884667,2020-07-12,2020,7,12,Nike,jordan,2,2020-07-12
2,hypebeast.com,2020-07-12 07:51:46.890281,2020-07-12,2020,7,12,Nike,converse,1,2020-07-12
3,hypebeast.com,2020-07-12 07:51:46.896146,2020-07-12,2020,7,12,Adidas,adidas,1,2020-07-12
4,hypebeast.com,2020-07-12 07:51:46.903174,2020-07-12,2020,7,12,Adidas,reebok,0,2020-07-12
5,hypebeast.com,2020-07-12 07:51:46.908645,2020-07-12,2020,7,12,Adidas,adidas,1,2020-07-12
6,hypebeast.com,2020-07-12 07:51:46.914518,2020-07-12,2020,7,12,Adidas,kanye,0,2020-07-12
7,hypebeast.com,2020-07-12 07:51:46.921229,2020-07-12,2020,7,12,Adidas,yeezy,0,2020-07-12
8,hypebeast.com,2020-07-12 07:51:46.926736,2020-07-12,2020,7,12,New Balance,NB,0,2020-07-12
9,hypebeast.com,2020-07-12 07:51:46.934567,2020-07-12,2020,7,12,New Balance,new balance,0,2020-07-12
10,hypebeast.com,2020-07-12 07:51:46.940751,2020-07-12,2020,7,12,Puma,Puma,0,2020-07-12
11,hypebeast.com,2020-07-12 07:51:46.946889,2020-07-12,2020,7,12,Puma,puma,1,2020-07-12
12,hypebeast.com,2020-07-12 07:51:46.953862,2020-07-12,2020,7,12,Vans,Vans,0,2020-07-12
13,hypebeast.com,2020-07-12 07:51:46.959500,2020-07-12,2020,7,12,Vans,vans,0,2020-07-12
