,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-01-18 11:35:27.373689,2020-01-18,2020,1,18,Nike,nike,9,2020-01-18
1,sneakernews.com,2020-01-18 11:35:27.377319,2020-01-18,2020,1,18,Nike,jordan,17,2020-01-18
2,sneakernews.com,2020-01-18 11:35:27.380835,2020-01-18,2020,1,18,Nike,converse,3,2020-01-18
3,sneakernews.com,2020-01-18 11:35:27.384495,2020-01-18,2020,1,18,Adidas,adidas,11,2020-01-18
4,sneakernews.com,2020-01-18 11:35:27.387995,2020-01-18,2020,1,18,Adidas,reebok,2,2020-01-18
5,sneakernews.com,2020-01-18 11:35:27.391546,2020-01-18,2020,1,18,Adidas,adidas,11,2020-01-18
6,sneakernews.com,2020-01-18 11:35:27.395182,2020-01-18,2020,1,18,Adidas,kanye,0,2020-01-18
7,sneakernews.com,2020-01-18 11:35:27.398674,2020-01-18,2020,1,18,Adidas,yeezy,6,2020-01-18
8,sneakernews.com,2020-01-18 11:35:27.402307,2020-01-18,2020,1,18,New Balance,NB,0,2020-01-18
9,sneakernews.com,2020-01-18 11:35:27.405891,2020-01-18,2020,1,18,New Balance,new balance,2,2020-01-18
10,sneakernews.com,2020-01-18 11:35:27.409607,2020-01-18,2020,1,18,Puma,Puma,0,2020-01-18
11,sneakernews.com,2020-01-18 11:35:27.413311,2020-01-18,2020,1,18,Puma,puma,2,2020-01-18
12,sneakernews.com,2020-01-18 11:35:27.416930,2020-01-18,2020,1,18,Vans,Vans,0,2020-01-18
13,sneakernews.com,2020-01-18 11:35:27.420428,2020-01-18,2020,1,18,Vans,vans,2,2020-01-18
0,Solecollector.com,2020-01-18 11:35:28.770549,2020-01-18,2020,1,18,Nike,nike,7,2020-01-18
1,Solecollector.com,2020-01-18 11:35:28.774895,2020-01-18,2020,1,18,Nike,jordan,4,2020-01-18
2,Solecollector.com,2020-01-18 11:35:28.778464,2020-01-18,2020,1,18,Nike,converse,0,2020-01-18
3,Solecollector.com,2020-01-18 11:35:28.782269,2020-01-18,2020,1,18,Adidas,adidas,3,2020-01-18
4,Solecollector.com,2020-01-18 11:35:28.785833,2020-01-18,2020,1,18,Adidas,reebok,1,2020-01-18
5,Solecollector.com,2020-01-18 11:35:28.789594,2020-01-18,2020,1,18,Adidas,adidas,3,2020-01-18
6,Solecollector.com,2020-01-18 11:35:28.793242,2020-01-18,2020,1,18,Adidas,kanye,0,2020-01-18
7,Solecollector.com,2020-01-18 11:35:28.796756,2020-01-18,2020,1,18,Adidas,yeezy,0,2020-01-18
8,Solecollector.com,2020-01-18 11:35:28.800646,2020-01-18,2020,1,18,New Balance,NB,0,2020-01-18
9,Solecollector.com,2020-01-18 11:35:28.804206,2020-01-18,2020,1,18,New Balance,new balance,0,2020-01-18
10,Solecollector.com,2020-01-18 11:35:28.807955,2020-01-18,2020,1,18,Puma,Puma,0,2020-01-18
11,Solecollector.com,2020-01-18 11:35:28.811393,2020-01-18,2020,1,18,Puma,puma,1,2020-01-18
12,Solecollector.com,2020-01-18 11:35:28.815004,2020-01-18,2020,1,18,Vans,Vans,0,2020-01-18
13,Solecollector.com,2020-01-18 11:35:28.818493,2020-01-18,2020,1,18,Vans,vans,0,2020-01-18
0,hypebeast.com,2020-01-18 11:35:30.631475,2020-01-18,2020,1,18,Nike,nike,4,2020-01-18
1,hypebeast.com,2020-01-18 11:35:30.635085,2020-01-18,2020,1,18,Nike,jordan,1,2020-01-18
2,hypebeast.com,2020-01-18 11:35:30.638441,2020-01-18,2020,1,18,Nike,converse,1,2020-01-18
3,hypebeast.com,2020-01-18 11:35:30.641924,2020-01-18,2020,1,18,Adidas,adidas,1,2020-01-18
4,hypebeast.com,2020-01-18 11:35:30.645477,2020-01-18,2020,1,18,Adidas,reebok,0,2020-01-18
5,hypebeast.com,2020-01-18 11:35:30.648884,2020-01-18,2020,1,18,Adidas,adidas,1,2020-01-18
6,hypebeast.com,2020-01-18 11:35:30.652361,2020-01-18,2020,1,18,Adidas,kanye,0,2020-01-18
7,hypebeast.com,2020-01-18 11:35:30.655734,2020-01-18,2020,1,18,Adidas,yeezy,0,2020-01-18
8,hypebeast.com,2020-01-18 11:35:30.659112,2020-01-18,2020,1,18,New Balance,NB,0,2020-01-18
9,hypebeast.com,2020-01-18 11:35:30.662621,2020-01-18,2020,1,18,New Balance,new balance,0,2020-01-18
10,hypebeast.com,2020-01-18 11:35:30.666506,2020-01-18,2020,1,18,Puma,Puma,0,2020-01-18
11,hypebeast.com,2020-01-18 11:35:30.670019,2020-01-18,2020,1,18,Puma,puma,1,2020-01-18
12,hypebeast.com,2020-01-18 11:35:30.673565,2020-01-18,2020,1,18,Vans,Vans,0,2020-01-18
13,hypebeast.com,2020-01-18 11:35:30.676984,2020-01-18,2020,1,18,Vans,vans,4,2020-01-18
