,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2020-09-28 20:31:40.350239,2020-09-28,2020,9,28,Nike,nike,9,2020-09-28
1,sneakernews.com,2020-09-28 20:31:40.358432,2020-09-28,2020,9,28,Nike,jordan,19,2020-09-28
2,sneakernews.com,2020-09-28 20:31:40.362838,2020-09-28,2020,9,28,Nike,converse,2,2020-09-28
3,sneakernews.com,2020-09-28 20:31:40.366993,2020-09-28,2020,9,28,Adidas,adidas,14,2020-09-28
4,sneakernews.com,2020-09-28 20:31:40.371609,2020-09-28,2020,9,28,Adidas,reebok,2,2020-09-28
5,sneakernews.com,2020-09-28 20:31:40.376377,2020-09-28,2020,9,28,Adidas,adidas,14,2020-09-28
6,sneakernews.com,2020-09-28 20:31:40.380599,2020-09-28,2020,9,28,Adidas,kanye,0,2020-09-28
7,sneakernews.com,2020-09-28 20:31:40.384816,2020-09-28,2020,9,28,Adidas,yeezy,15,2020-09-28
8,sneakernews.com,2020-09-28 20:31:40.388947,2020-09-28,2020,9,28,New Balance,NB,0,2020-09-28
9,sneakernews.com,2020-09-28 20:31:40.393050,2020-09-28,2020,9,28,New Balance,new balance,2,2020-09-28
10,sneakernews.com,2020-09-28 20:31:40.397153,2020-09-28,2020,9,28,Puma,Puma,0,2020-09-28
11,sneakernews.com,2020-09-28 20:31:40.401144,2020-09-28,2020,9,28,Puma,puma,2,2020-09-28
12,sneakernews.com,2020-09-28 20:31:40.405136,2020-09-28,2020,9,28,Vans,Vans,0,2020-09-28
13,sneakernews.com,2020-09-28 20:31:40.409210,2020-09-28,2020,9,28,Vans,vans,2,2020-09-28
0,Solecollector.com,2020-09-28 20:31:42.361196,2020-09-28,2020,9,28,Nike,nike,6,2020-09-28
1,Solecollector.com,2020-09-28 20:31:42.368879,2020-09-28,2020,9,28,Nike,jordan,7,2020-09-28
2,Solecollector.com,2020-09-28 20:31:42.373076,2020-09-28,2020,9,28,Nike,converse,2,2020-09-28
3,Solecollector.com,2020-09-28 20:31:42.377103,2020-09-28,2020,9,28,Adidas,adidas,1,2020-09-28
4,Solecollector.com,2020-09-28 20:31:42.381125,2020-09-28,2020,9,28,Adidas,reebok,1,2020-09-28
5,Solecollector.com,2020-09-28 20:31:42.385058,2020-09-28,2020,9,28,Adidas,adidas,1,2020-09-28
6,Solecollector.com,2020-09-28 20:31:42.389271,2020-09-28,2020,9,28,Adidas,kanye,0,2020-09-28
7,Solecollector.com,2020-09-28 20:31:42.393249,2020-09-28,2020,9,28,Adidas,yeezy,0,2020-09-28
8,Solecollector.com,2020-09-28 20:31:42.397165,2020-09-28,2020,9,28,New Balance,NB,0,2020-09-28
9,Solecollector.com,2020-09-28 20:31:42.401077,2020-09-28,2020,9,28,New Balance,new balance,0,2020-09-28
10,Solecollector.com,2020-09-28 20:31:42.404971,2020-09-28,2020,9,28,Puma,Puma,0,2020-09-28
11,Solecollector.com,2020-09-28 20:31:42.409270,2020-09-28,2020,9,28,Puma,puma,1,2020-09-28
12,Solecollector.com,2020-09-28 20:31:42.413255,2020-09-28,2020,9,28,Vans,Vans,0,2020-09-28
13,Solecollector.com,2020-09-28 20:31:42.417225,2020-09-28,2020,9,28,Vans,vans,0,2020-09-28
0,hypebeast.com,2020-09-28 20:31:44.253356,2020-09-28,2020,9,28,Nike,nike,5,2020-09-28
1,hypebeast.com,2020-09-28 20:31:44.259678,2020-09-28,2020,9,28,Nike,jordan,1,2020-09-28
2,hypebeast.com,2020-09-28 20:31:44.265808,2020-09-28,2020,9,28,Nike,converse,1,2020-09-28
3,hypebeast.com,2020-09-28 20:31:44.271792,2020-09-28,2020,9,28,Adidas,adidas,1,2020-09-28
4,hypebeast.com,2020-09-28 20:31:44.277804,2020-09-28,2020,9,28,Adidas,reebok,1,2020-09-28
5,hypebeast.com,2020-09-28 20:31:44.283515,2020-09-28,2020,9,28,Adidas,adidas,1,2020-09-28
6,hypebeast.com,2020-09-28 20:31:44.288819,2020-09-28,2020,9,28,Adidas,kanye,2,2020-09-28
7,hypebeast.com,2020-09-28 20:31:44.294337,2020-09-28,2020,9,28,Adidas,yeezy,2,2020-09-28
8,hypebeast.com,2020-09-28 20:31:44.299694,2020-09-28,2020,9,28,New Balance,NB,0,2020-09-28
9,hypebeast.com,2020-09-28 20:31:44.309480,2020-09-28,2020,9,28,New Balance,new balance,0,2020-09-28
10,hypebeast.com,2020-09-28 20:31:44.314926,2020-09-28,2020,9,28,Puma,Puma,0,2020-09-28
11,hypebeast.com,2020-09-28 20:31:44.320030,2020-09-28,2020,9,28,Puma,puma,0,2020-09-28
12,hypebeast.com,2020-09-28 20:31:44.324956,2020-09-28,2020,9,28,Vans,Vans,0,2020-09-28
13,hypebeast.com,2020-09-28 20:31:44.330084,2020-09-28,2020,9,28,Vans,vans,0,2020-09-28
