,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-02-05 05:25:12.281547,2020-02-05,2020,2,5,Nike,nike,8,2020-02-05
1,sneakernews.com,2020-02-05 05:25:12.287081,2020-02-05,2020,2,5,Nike,jordan,20,2020-02-05
2,sneakernews.com,2020-02-05 05:25:12.290542,2020-02-05,2020,2,5,Nike,converse,2,2020-02-05
3,sneakernews.com,2020-02-05 05:25:12.293865,2020-02-05,2020,2,5,Adidas,adidas,7,2020-02-05
4,sneakernews.com,2020-02-05 05:25:12.297188,2020-02-05,2020,2,5,Adidas,reebok,2,2020-02-05
5,sneakernews.com,2020-02-05 05:25:12.300495,2020-02-05,2020,2,5,Adidas,adidas,7,2020-02-05
6,sneakernews.com,2020-02-05 05:25:12.303857,2020-02-05,2020,2,5,Adidas,kanye,0,2020-02-05
7,sneakernews.com,2020-02-05 05:25:12.307105,2020-02-05,2020,2,5,Adidas,yeezy,5,2020-02-05
8,sneakernews.com,2020-02-05 05:25:12.310338,2020-02-05,2020,2,5,New Balance,NB,0,2020-02-05
9,sneakernews.com,2020-02-05 05:25:12.313780,2020-02-05,2020,2,5,New Balance,new balance,5,2020-02-05
10,sneakernews.com,2020-02-05 05:25:12.317311,2020-02-05,2020,2,5,Puma,Puma,0,2020-02-05
11,sneakernews.com,2020-02-05 05:25:12.320614,2020-02-05,2020,2,5,Puma,puma,2,2020-02-05
12,sneakernews.com,2020-02-05 05:25:12.323885,2020-02-05,2020,2,5,Vans,Vans,0,2020-02-05
13,sneakernews.com,2020-02-05 05:25:12.327110,2020-02-05,2020,2,5,Vans,vans,2,2020-02-05
0,Solecollector.com,2020-02-05 05:25:13.957391,2020-02-05,2020,2,5,Nike,nike,8,2020-02-05
1,Solecollector.com,2020-02-05 05:25:13.960893,2020-02-05,2020,2,5,Nike,jordan,4,2020-02-05
2,Solecollector.com,2020-02-05 05:25:13.964357,2020-02-05,2020,2,5,Nike,converse,0,2020-02-05
3,Solecollector.com,2020-02-05 05:25:13.967694,2020-02-05,2020,2,5,Adidas,adidas,1,2020-02-05
4,Solecollector.com,2020-02-05 05:25:13.971497,2020-02-05,2020,2,5,Adidas,reebok,1,2020-02-05
5,Solecollector.com,2020-02-05 05:25:13.974948,2020-02-05,2020,2,5,Adidas,adidas,1,2020-02-05
6,Solecollector.com,2020-02-05 05:25:13.978393,2020-02-05,2020,2,5,Adidas,kanye,0,2020-02-05
7,Solecollector.com,2020-02-05 05:25:13.982086,2020-02-05,2020,2,5,Adidas,yeezy,0,2020-02-05
8,Solecollector.com,2020-02-05 05:25:13.985540,2020-02-05,2020,2,5,New Balance,NB,0,2020-02-05
9,Solecollector.com,2020-02-05 05:25:13.989033,2020-02-05,2020,2,5,New Balance,new balance,0,2020-02-05
10,Solecollector.com,2020-02-05 05:25:13.992290,2020-02-05,2020,2,5,Puma,Puma,0,2020-02-05
11,Solecollector.com,2020-02-05 05:25:13.996896,2020-02-05,2020,2,5,Puma,puma,1,2020-02-05
12,Solecollector.com,2020-02-05 05:25:14.000223,2020-02-05,2020,2,5,Vans,Vans,0,2020-02-05
13,Solecollector.com,2020-02-05 05:25:14.003538,2020-02-05,2020,2,5,Vans,vans,0,2020-02-05
0,hypebeast.com,2020-02-05 05:25:17.604963,2020-02-05,2020,2,5,Nike,nike,1,2020-02-05
1,hypebeast.com,2020-02-05 05:25:17.609853,2020-02-05,2020,2,5,Nike,jordan,0,2020-02-05
2,hypebeast.com,2020-02-05 05:25:17.613229,2020-02-05,2020,2,5,Nike,converse,1,2020-02-05
3,hypebeast.com,2020-02-05 05:25:17.617058,2020-02-05,2020,2,5,Adidas,adidas,5,2020-02-05
4,hypebeast.com,2020-02-05 05:25:17.620552,2020-02-05,2020,2,5,Adidas,reebok,0,2020-02-05
5,hypebeast.com,2020-02-05 05:25:17.623876,2020-02-05,2020,2,5,Adidas,adidas,5,2020-02-05
6,hypebeast.com,2020-02-05 05:25:17.627223,2020-02-05,2020,2,5,Adidas,kanye,0,2020-02-05
7,hypebeast.com,2020-02-05 05:25:17.630684,2020-02-05,2020,2,5,Adidas,yeezy,0,2020-02-05
8,hypebeast.com,2020-02-05 05:25:17.633927,2020-02-05,2020,2,5,New Balance,NB,0,2020-02-05
9,hypebeast.com,2020-02-05 05:25:17.637309,2020-02-05,2020,2,5,New Balance,new balance,1,2020-02-05
10,hypebeast.com,2020-02-05 05:25:17.641141,2020-02-05,2020,2,5,Puma,Puma,0,2020-02-05
11,hypebeast.com,2020-02-05 05:25:17.644545,2020-02-05,2020,2,5,Puma,puma,1,2020-02-05
12,hypebeast.com,2020-02-05 05:25:17.648075,2020-02-05,2020,2,5,Vans,Vans,0,2020-02-05
13,hypebeast.com,2020-02-05 05:25:17.651697,2020-02-05,2020,2,5,Vans,vans,0,2020-02-05
