,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2019-11-20 05:22:28.143133,2019-11-20,2019,11,20,Nike,Nike,7,2019-11-20
1,sneakernews.com,2019-11-20 05:22:30.708748,2019-11-20,2019,11,20,Nike,Jordan,19,2019-11-20
2,sneakernews.com,2019-11-20 05:22:30.930285,2019-11-20,2019,11,20,Nike,Converse,2,2019-11-20
3,sneakernews.com,2019-11-20 05:22:31.055087,2019-11-20,2019,11,20,Adidas,Adidas,0,2019-11-20
4,sneakernews.com,2019-11-20 05:22:31.064887,2019-11-20,2019,11,20,Adidas,Reebok,2,2019-11-20
5,sneakernews.com,2019-11-20 05:22:31.074411,2019-11-20,2019,11,20,Adidas,ADIDAS,0,2019-11-20
6,sneakernews.com,2019-11-20 05:22:31.085862,2019-11-20,2019,11,20,Adidas,Yeezy,7,2019-11-20
7,sneakernews.com,2019-11-20 05:22:31.094921,2019-11-20,2019,11,20,Adidas,Kanye,0,2019-11-20
8,sneakernews.com,2019-11-20 05:22:31.101236,2019-11-20,2019,11,20,Adidas,adidas,10,2019-11-20
9,sneakernews.com,2019-11-20 05:22:31.107233,2019-11-20,2019,11,20,Adidas,kanye,0,2019-11-20
10,sneakernews.com,2019-11-20 05:22:31.113488,2019-11-20,2019,11,20,Adidas,yeezy,0,2019-11-20
11,sneakernews.com,2019-11-20 05:22:31.119732,2019-11-20,2019,11,20,New Balance,New Balance,3,2019-11-20
12,sneakernews.com,2019-11-20 05:22:31.125665,2019-11-20,2019,11,20,New Balance,NB,0,2019-11-20
13,sneakernews.com,2019-11-20 05:22:31.132994,2019-11-20,2019,11,20,New Balance,new balance,0,2019-11-20
14,sneakernews.com,2019-11-20 05:22:31.139430,2019-11-20,2019,11,20,Puma,Puma,2,2019-11-20
15,sneakernews.com,2019-11-20 05:22:31.146014,2019-11-20,2019,11,20,Puma,puma,0,2019-11-20
16,sneakernews.com,2019-11-20 05:22:31.152133,2019-11-20,2019,11,20,Vans,Vans,2,2019-11-20
17,sneakernews.com,2019-11-20 05:22:31.158502,2019-11-20,2019,11,20,Vans,vans,0,2019-11-20
0,Solecollector.com,2019-11-20 05:22:47.790746,2019-11-20,2019,11,20,Nike,Nike,8,2019-11-20
1,Solecollector.com,2019-11-20 05:22:47.797690,2019-11-20,2019,11,20,Nike,Jordan,4,2019-11-20
2,Solecollector.com,2019-11-20 05:22:47.805095,2019-11-20,2019,11,20,Nike,Converse,0,2019-11-20
3,Solecollector.com,2019-11-20 05:22:47.813699,2019-11-20,2019,11,20,Adidas,Adidas,1,2019-11-20
