,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2020-10-29 06:33:05.303320,2020-10-29,2020,10,29,Nike,nike,6,2020-10-29
1,sneakernews.com,2020-10-29 06:33:05.318278,2020-10-29,2020,10,29,Nike,jordan,25,2020-10-29
2,sneakernews.com,2020-10-29 06:33:05.325327,2020-10-29,2020,10,29,Nike,converse,2,2020-10-29
3,sneakernews.com,2020-10-29 06:33:05.330948,2020-10-29,2020,10,29,Adidas,adidas,10,2020-10-29
4,sneakernews.com,2020-10-29 06:33:05.337233,2020-10-29,2020,10,29,Adidas,reebok,3,2020-10-29
5,sneakernews.com,2020-10-29 06:33:05.344938,2020-10-29,2020,10,29,Adidas,adidas,10,2020-10-29
6,sneakernews.com,2020-10-29 06:33:05.351371,2020-10-29,2020,10,29,Adidas,kanye,0,2020-10-29
7,sneakernews.com,2020-10-29 06:33:05.358320,2020-10-29,2020,10,29,Adidas,yeezy,9,2020-10-29
8,sneakernews.com,2020-10-29 06:33:05.364622,2020-10-29,2020,10,29,New Balance,NB,0,2020-10-29
9,sneakernews.com,2020-10-29 06:33:05.369830,2020-10-29,2020,10,29,New Balance,new balance,2,2020-10-29
10,sneakernews.com,2020-10-29 06:33:05.375610,2020-10-29,2020,10,29,Puma,Puma,0,2020-10-29
11,sneakernews.com,2020-10-29 06:33:05.381220,2020-10-29,2020,10,29,Puma,puma,2,2020-10-29
12,sneakernews.com,2020-10-29 06:33:05.386569,2020-10-29,2020,10,29,Vans,Vans,0,2020-10-29
13,sneakernews.com,2020-10-29 06:33:05.392235,2020-10-29,2020,10,29,Vans,vans,2,2020-10-29
0,Solecollector.com,2020-10-29 06:33:09.162496,2020-10-29,2020,10,29,Nike,nike,6,2020-10-29
1,Solecollector.com,2020-10-29 06:33:09.168909,2020-10-29,2020,10,29,Nike,jordan,5,2020-10-29
2,Solecollector.com,2020-10-29 06:33:09.174246,2020-10-29,2020,10,29,Nike,converse,0,2020-10-29
3,Solecollector.com,2020-10-29 06:33:09.179536,2020-10-29,2020,10,29,Adidas,adidas,1,2020-10-29
4,Solecollector.com,2020-10-29 06:33:09.185041,2020-10-29,2020,10,29,Adidas,reebok,1,2020-10-29
5,Solecollector.com,2020-10-29 06:33:09.190332,2020-10-29,2020,10,29,Adidas,adidas,1,2020-10-29
6,Solecollector.com,2020-10-29 06:33:09.195750,2020-10-29,2020,10,29,Adidas,kanye,0,2020-10-29
7,Solecollector.com,2020-10-29 06:33:09.201110,2020-10-29,2020,10,29,Adidas,yeezy,0,2020-10-29
8,Solecollector.com,2020-10-29 06:33:09.206879,2020-10-29,2020,10,29,New Balance,NB,0,2020-10-29
9,Solecollector.com,2020-10-29 06:33:09.212191,2020-10-29,2020,10,29,New Balance,new balance,0,2020-10-29
10,Solecollector.com,2020-10-29 06:33:09.218266,2020-10-29,2020,10,29,Puma,Puma,0,2020-10-29
11,Solecollector.com,2020-10-29 06:33:09.224251,2020-10-29,2020,10,29,Puma,puma,1,2020-10-29
12,Solecollector.com,2020-10-29 06:33:09.229515,2020-10-29,2020,10,29,Vans,Vans,0,2020-10-29
13,Solecollector.com,2020-10-29 06:33:09.234983,2020-10-29,2020,10,29,Vans,vans,0,2020-10-29
0,hypebeast.com,2020-10-29 06:33:11.066056,2020-10-29,2020,10,29,Nike,nike,1,2020-10-29
1,hypebeast.com,2020-10-29 06:33:11.070445,2020-10-29,2020,10,29,Nike,jordan,3,2020-10-29
2,hypebeast.com,2020-10-29 06:33:11.074499,2020-10-29,2020,10,29,Nike,converse,0,2020-10-29
3,hypebeast.com,2020-10-29 06:33:11.078528,2020-10-29,2020,10,29,Adidas,adidas,2,2020-10-29
4,hypebeast.com,2020-10-29 06:33:11.082538,2020-10-29,2020,10,29,Adidas,reebok,0,2020-10-29
5,hypebeast.com,2020-10-29 06:33:11.087115,2020-10-29,2020,10,29,Adidas,adidas,2,2020-10-29
6,hypebeast.com,2020-10-29 06:33:11.091238,2020-10-29,2020,10,29,Adidas,kanye,0,2020-10-29
7,hypebeast.com,2020-10-29 06:33:11.095603,2020-10-29,2020,10,29,Adidas,yeezy,0,2020-10-29
8,hypebeast.com,2020-10-29 06:33:11.100102,2020-10-29,2020,10,29,New Balance,NB,0,2020-10-29
9,hypebeast.com,2020-10-29 06:33:11.105017,2020-10-29,2020,10,29,New Balance,new balance,2,2020-10-29
10,hypebeast.com,2020-10-29 06:33:11.108954,2020-10-29,2020,10,29,Puma,Puma,0,2020-10-29
11,hypebeast.com,2020-10-29 06:33:11.113377,2020-10-29,2020,10,29,Puma,puma,0,2020-10-29
12,hypebeast.com,2020-10-29 06:33:11.117512,2020-10-29,2020,10,29,Vans,Vans,0,2020-10-29
13,hypebeast.com,2020-10-29 06:33:11.122482,2020-10-29,2020,10,29,Vans,vans,0,2020-10-29
