,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2020-09-06 19:42:12.096121,2020-09-06,2020,9,6,Nike,nike,9,2020-09-06
1,sneakernews.com,2020-09-06 19:42:12.102294,2020-09-06,2020,9,6,Nike,jordan,23,2020-09-06
2,sneakernews.com,2020-09-06 19:42:12.107968,2020-09-06,2020,9,6,Nike,converse,2,2020-09-06
3,sneakernews.com,2020-09-06 19:42:12.112969,2020-09-06,2020,9,6,Adidas,adidas,8,2020-09-06
4,sneakernews.com,2020-09-06 19:42:12.118506,2020-09-06,2020,9,6,Adidas,reebok,2,2020-09-06
5,sneakernews.com,2020-09-06 19:42:12.123977,2020-09-06,2020,9,6,Adidas,adidas,8,2020-09-06
6,sneakernews.com,2020-09-06 19:42:12.129461,2020-09-06,2020,9,6,Adidas,kanye,0,2020-09-06
7,sneakernews.com,2020-09-06 19:42:12.134926,2020-09-06,2020,9,6,Adidas,yeezy,9,2020-09-06
8,sneakernews.com,2020-09-06 19:42:12.140471,2020-09-06,2020,9,6,New Balance,NB,0,2020-09-06
9,sneakernews.com,2020-09-06 19:42:12.145778,2020-09-06,2020,9,6,New Balance,new balance,3,2020-09-06
10,sneakernews.com,2020-09-06 19:42:12.150716,2020-09-06,2020,9,6,Puma,Puma,0,2020-09-06
11,sneakernews.com,2020-09-06 19:42:12.155433,2020-09-06,2020,9,6,Puma,puma,2,2020-09-06
12,sneakernews.com,2020-09-06 19:42:12.160121,2020-09-06,2020,9,6,Vans,Vans,0,2020-09-06
13,sneakernews.com,2020-09-06 19:42:12.166178,2020-09-06,2020,9,6,Vans,vans,2,2020-09-06
0,Solecollector.com,2020-09-06 19:42:14.023367,2020-09-06,2020,9,6,Nike,nike,4,2020-09-06
1,Solecollector.com,2020-09-06 19:42:14.031447,2020-09-06,2020,9,6,Nike,jordan,4,2020-09-06
2,Solecollector.com,2020-09-06 19:42:14.035709,2020-09-06,2020,9,6,Nike,converse,0,2020-09-06
3,Solecollector.com,2020-09-06 19:42:14.040372,2020-09-06,2020,9,6,Adidas,adidas,5,2020-09-06
4,Solecollector.com,2020-09-06 19:42:14.044340,2020-09-06,2020,9,6,Adidas,reebok,1,2020-09-06
5,Solecollector.com,2020-09-06 19:42:14.048521,2020-09-06,2020,9,6,Adidas,adidas,5,2020-09-06
6,Solecollector.com,2020-09-06 19:42:14.052496,2020-09-06,2020,9,6,Adidas,kanye,0,2020-09-06
7,Solecollector.com,2020-09-06 19:42:14.057060,2020-09-06,2020,9,6,Adidas,yeezy,0,2020-09-06
8,Solecollector.com,2020-09-06 19:42:14.061047,2020-09-06,2020,9,6,New Balance,NB,0,2020-09-06
9,Solecollector.com,2020-09-06 19:42:14.065323,2020-09-06,2020,9,6,New Balance,new balance,0,2020-09-06
10,Solecollector.com,2020-09-06 19:42:14.069388,2020-09-06,2020,9,6,Puma,Puma,0,2020-09-06
11,Solecollector.com,2020-09-06 19:42:14.073544,2020-09-06,2020,9,6,Puma,puma,1,2020-09-06
12,Solecollector.com,2020-09-06 19:42:14.077553,2020-09-06,2020,9,6,Vans,Vans,0,2020-09-06
13,Solecollector.com,2020-09-06 19:42:14.081953,2020-09-06,2020,9,6,Vans,vans,0,2020-09-06
0,hypebeast.com,2020-09-06 19:42:16.517111,2020-09-06,2020,9,6,Nike,nike,6,2020-09-06
1,hypebeast.com,2020-09-06 19:42:16.521235,2020-09-06,2020,9,6,Nike,jordan,1,2020-09-06
2,hypebeast.com,2020-09-06 19:42:16.525385,2020-09-06,2020,9,6,Nike,converse,1,2020-09-06
3,hypebeast.com,2020-09-06 19:42:16.529285,2020-09-06,2020,9,6,Adidas,adidas,3,2020-09-06
4,hypebeast.com,2020-09-06 19:42:16.533262,2020-09-06,2020,9,6,Adidas,reebok,0,2020-09-06
5,hypebeast.com,2020-09-06 19:42:16.537270,2020-09-06,2020,9,6,Adidas,adidas,3,2020-09-06
6,hypebeast.com,2020-09-06 19:42:16.541160,2020-09-06,2020,9,6,Adidas,kanye,1,2020-09-06
7,hypebeast.com,2020-09-06 19:42:16.545264,2020-09-06,2020,9,6,Adidas,yeezy,2,2020-09-06
8,hypebeast.com,2020-09-06 19:42:16.549306,2020-09-06,2020,9,6,New Balance,NB,0,2020-09-06
9,hypebeast.com,2020-09-06 19:42:16.553264,2020-09-06,2020,9,6,New Balance,new balance,0,2020-09-06
10,hypebeast.com,2020-09-06 19:42:16.557593,2020-09-06,2020,9,6,Puma,Puma,0,2020-09-06
11,hypebeast.com,2020-09-06 19:42:16.561869,2020-09-06,2020,9,6,Puma,puma,1,2020-09-06
12,hypebeast.com,2020-09-06 19:42:16.566024,2020-09-06,2020,9,6,Vans,Vans,0,2020-09-06
13,hypebeast.com,2020-09-06 19:42:16.569990,2020-09-06,2020,9,6,Vans,vans,0,2020-09-06
