,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2022-03-01 15:48:29.814181,2022-03-01,2022,3,1,Nike,nike,13,2022-03-01
1,sneakernews.com,2022-03-01 15:48:29.824722,2022-03-01,2022,3,1,Nike,jordan,16,2022-03-01
2,sneakernews.com,2022-03-01 15:48:29.831647,2022-03-01,2022,3,1,Nike,converse,2,2022-03-01
3,sneakernews.com,2022-03-01 15:48:29.837067,2022-03-01,2022,3,1,Adidas,adidas,8,2022-03-01
4,sneakernews.com,2022-03-01 15:48:29.842643,2022-03-01,2022,3,1,Adidas,reebok,2,2022-03-01
5,sneakernews.com,2022-03-01 15:48:29.848286,2022-03-01,2022,3,1,Adidas,adidas,8,2022-03-01
6,sneakernews.com,2022-03-01 15:48:29.854748,2022-03-01,2022,3,1,Adidas,kanye,0,2022-03-01
7,sneakernews.com,2022-03-01 15:48:29.859990,2022-03-01,2022,3,1,Adidas,yeezy,6,2022-03-01
8,sneakernews.com,2022-03-01 15:48:29.865062,2022-03-01,2022,3,1,New Balance,NB,0,2022-03-01
9,sneakernews.com,2022-03-01 15:48:29.870191,2022-03-01,2022,3,1,New Balance,new balance,4,2022-03-01
10,sneakernews.com,2022-03-01 15:48:29.875545,2022-03-01,2022,3,1,Puma,Puma,0,2022-03-01
11,sneakernews.com,2022-03-01 15:48:29.880799,2022-03-01,2022,3,1,Puma,puma,2,2022-03-01
12,sneakernews.com,2022-03-01 15:48:29.886357,2022-03-01,2022,3,1,Vans,Vans,0,2022-03-01
13,sneakernews.com,2022-03-01 15:48:29.891472,2022-03-01,2022,3,1,Vans,vans,2,2022-03-01
0,Solecollector.com,2022-03-01 15:48:31.150064,2022-03-01,2022,3,1,Nike,nike,5,2022-03-01
1,Solecollector.com,2022-03-01 15:48:31.154480,2022-03-01,2022,3,1,Nike,jordan,5,2022-03-01
2,Solecollector.com,2022-03-01 15:48:31.159631,2022-03-01,2022,3,1,Nike,converse,0,2022-03-01
3,Solecollector.com,2022-03-01 15:48:31.164433,2022-03-01,2022,3,1,Adidas,adidas,1,2022-03-01
4,Solecollector.com,2022-03-01 15:48:31.169171,2022-03-01,2022,3,1,Adidas,reebok,1,2022-03-01
5,Solecollector.com,2022-03-01 15:48:31.174012,2022-03-01,2022,3,1,Adidas,adidas,1,2022-03-01
6,Solecollector.com,2022-03-01 15:48:31.179382,2022-03-01,2022,3,1,Adidas,kanye,0,2022-03-01
7,Solecollector.com,2022-03-01 15:48:31.184244,2022-03-01,2022,3,1,Adidas,yeezy,0,2022-03-01
8,Solecollector.com,2022-03-01 15:48:31.188731,2022-03-01,2022,3,1,New Balance,NB,0,2022-03-01
9,Solecollector.com,2022-03-01 15:48:31.193339,2022-03-01,2022,3,1,New Balance,new balance,2,2022-03-01
10,Solecollector.com,2022-03-01 15:48:31.197818,2022-03-01,2022,3,1,Puma,Puma,0,2022-03-01
11,Solecollector.com,2022-03-01 15:48:31.202296,2022-03-01,2022,3,1,Puma,puma,1,2022-03-01
12,Solecollector.com,2022-03-01 15:48:31.206958,2022-03-01,2022,3,1,Vans,Vans,0,2022-03-01
13,Solecollector.com,2022-03-01 15:48:31.211720,2022-03-01,2022,3,1,Vans,vans,0,2022-03-01
0,hypebeast.com,2022-03-01 15:48:31.977906,2022-03-01,2022,3,1,Nike,nike,2,2022-03-01
1,hypebeast.com,2022-03-01 15:48:31.982306,2022-03-01,2022,3,1,Nike,jordan,3,2022-03-01
2,hypebeast.com,2022-03-01 15:48:31.986658,2022-03-01,2022,3,1,Nike,converse,0,2022-03-01
3,hypebeast.com,2022-03-01 15:48:31.991039,2022-03-01,2022,3,1,Adidas,adidas,1,2022-03-01
4,hypebeast.com,2022-03-01 15:48:31.995317,2022-03-01,2022,3,1,Adidas,reebok,0,2022-03-01
5,hypebeast.com,2022-03-01 15:48:31.999898,2022-03-01,2022,3,1,Adidas,adidas,1,2022-03-01
6,hypebeast.com,2022-03-01 15:48:32.004337,2022-03-01,2022,3,1,Adidas,kanye,1,2022-03-01
7,hypebeast.com,2022-03-01 15:48:32.008650,2022-03-01,2022,3,1,Adidas,yeezy,0,2022-03-01
8,hypebeast.com,2022-03-01 15:48:32.012984,2022-03-01,2022,3,1,New Balance,NB,0,2022-03-01
9,hypebeast.com,2022-03-01 15:48:32.017493,2022-03-01,2022,3,1,New Balance,new balance,0,2022-03-01
10,hypebeast.com,2022-03-01 15:48:32.022197,2022-03-01,2022,3,1,Puma,Puma,0,2022-03-01
11,hypebeast.com,2022-03-01 15:48:32.026597,2022-03-01,2022,3,1,Puma,puma,0,2022-03-01
12,hypebeast.com,2022-03-01 15:48:32.030923,2022-03-01,2022,3,1,Vans,Vans,0,2022-03-01
13,hypebeast.com,2022-03-01 15:48:32.035464,2022-03-01,2022,3,1,Vans,vans,0,2022-03-01
