,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-02-07 21:13:09.619758,2020-02-07,2020,2,7,Nike,nike,9,2020-02-07
1,sneakernews.com,2020-02-07 21:13:09.623307,2020-02-07,2020,2,7,Nike,jordan,22,2020-02-07
2,sneakernews.com,2020-02-07 21:13:09.626578,2020-02-07,2020,2,7,Nike,converse,2,2020-02-07
3,sneakernews.com,2020-02-07 21:13:09.629916,2020-02-07,2020,2,7,Adidas,adidas,8,2020-02-07
4,sneakernews.com,2020-02-07 21:13:09.633373,2020-02-07,2020,2,7,Adidas,reebok,2,2020-02-07
5,sneakernews.com,2020-02-07 21:13:09.636798,2020-02-07,2020,2,7,Adidas,adidas,8,2020-02-07
6,sneakernews.com,2020-02-07 21:13:09.640498,2020-02-07,2020,2,7,Adidas,kanye,0,2020-02-07
7,sneakernews.com,2020-02-07 21:13:09.644235,2020-02-07,2020,2,7,Adidas,yeezy,6,2020-02-07
8,sneakernews.com,2020-02-07 21:13:09.647750,2020-02-07,2020,2,7,New Balance,NB,0,2020-02-07
9,sneakernews.com,2020-02-07 21:13:09.651208,2020-02-07,2020,2,7,New Balance,new balance,2,2020-02-07
10,sneakernews.com,2020-02-07 21:13:09.654688,2020-02-07,2020,2,7,Puma,Puma,0,2020-02-07
11,sneakernews.com,2020-02-07 21:13:09.658182,2020-02-07,2020,2,7,Puma,puma,2,2020-02-07
12,sneakernews.com,2020-02-07 21:13:09.661480,2020-02-07,2020,2,7,Vans,Vans,0,2020-02-07
13,sneakernews.com,2020-02-07 21:13:09.664734,2020-02-07,2020,2,7,Vans,vans,2,2020-02-07
0,Solecollector.com,2020-02-07 21:13:11.579041,2020-02-07,2020,2,7,Nike,nike,4,2020-02-07
1,Solecollector.com,2020-02-07 21:13:11.582625,2020-02-07,2020,2,7,Nike,jordan,7,2020-02-07
2,Solecollector.com,2020-02-07 21:13:11.586140,2020-02-07,2020,2,7,Nike,converse,0,2020-02-07
3,Solecollector.com,2020-02-07 21:13:11.589817,2020-02-07,2020,2,7,Adidas,adidas,3,2020-02-07
4,Solecollector.com,2020-02-07 21:13:11.593710,2020-02-07,2020,2,7,Adidas,reebok,1,2020-02-07
5,Solecollector.com,2020-02-07 21:13:11.597582,2020-02-07,2020,2,7,Adidas,adidas,3,2020-02-07
6,Solecollector.com,2020-02-07 21:13:11.601129,2020-02-07,2020,2,7,Adidas,kanye,1,2020-02-07
7,Solecollector.com,2020-02-07 21:13:11.604902,2020-02-07,2020,2,7,Adidas,yeezy,3,2020-02-07
8,Solecollector.com,2020-02-07 21:13:11.608571,2020-02-07,2020,2,7,New Balance,NB,0,2020-02-07
9,Solecollector.com,2020-02-07 21:13:11.612370,2020-02-07,2020,2,7,New Balance,new balance,0,2020-02-07
10,Solecollector.com,2020-02-07 21:13:11.616001,2020-02-07,2020,2,7,Puma,Puma,0,2020-02-07
11,Solecollector.com,2020-02-07 21:13:11.619741,2020-02-07,2020,2,7,Puma,puma,1,2020-02-07
12,Solecollector.com,2020-02-07 21:13:11.623385,2020-02-07,2020,2,7,Vans,Vans,0,2020-02-07
13,Solecollector.com,2020-02-07 21:13:11.627303,2020-02-07,2020,2,7,Vans,vans,0,2020-02-07
0,hypebeast.com,2020-02-07 21:13:13.636154,2020-02-07,2020,2,7,Nike,nike,2,2020-02-07
1,hypebeast.com,2020-02-07 21:13:13.639975,2020-02-07,2020,2,7,Nike,jordan,1,2020-02-07
2,hypebeast.com,2020-02-07 21:13:13.645092,2020-02-07,2020,2,7,Nike,converse,1,2020-02-07
3,hypebeast.com,2020-02-07 21:13:13.648797,2020-02-07,2020,2,7,Adidas,adidas,2,2020-02-07
4,hypebeast.com,2020-02-07 21:13:13.652575,2020-02-07,2020,2,7,Adidas,reebok,1,2020-02-07
5,hypebeast.com,2020-02-07 21:13:13.656168,2020-02-07,2020,2,7,Adidas,adidas,2,2020-02-07
6,hypebeast.com,2020-02-07 21:13:13.660808,2020-02-07,2020,2,7,Adidas,kanye,0,2020-02-07
7,hypebeast.com,2020-02-07 21:13:13.664405,2020-02-07,2020,2,7,Adidas,yeezy,1,2020-02-07
8,hypebeast.com,2020-02-07 21:13:13.668130,2020-02-07,2020,2,7,New Balance,NB,0,2020-02-07
9,hypebeast.com,2020-02-07 21:13:13.672044,2020-02-07,2020,2,7,New Balance,new balance,1,2020-02-07
10,hypebeast.com,2020-02-07 21:13:13.676205,2020-02-07,2020,2,7,Puma,Puma,0,2020-02-07
11,hypebeast.com,2020-02-07 21:13:13.679816,2020-02-07,2020,2,7,Puma,puma,1,2020-02-07
12,hypebeast.com,2020-02-07 21:13:13.683664,2020-02-07,2020,2,7,Vans,Vans,0,2020-02-07
13,hypebeast.com,2020-02-07 21:13:13.687164,2020-02-07,2020,2,7,Vans,vans,1,2020-02-07
