,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2021-03-21 10:06:41.114071,2021-03-21,2021,3,21,Nike,nike,7,2021-03-21
1,sneakernews.com,2021-03-21 10:06:41.118210,2021-03-21,2021,3,21,Nike,jordan,16,2021-03-21
2,sneakernews.com,2021-03-21 10:06:41.122219,2021-03-21,2021,3,21,Nike,converse,2,2021-03-21
3,sneakernews.com,2021-03-21 10:06:41.126312,2021-03-21,2021,3,21,Adidas,adidas,8,2021-03-21
4,sneakernews.com,2021-03-21 10:06:41.130396,2021-03-21,2021,3,21,Adidas,reebok,3,2021-03-21
5,sneakernews.com,2021-03-21 10:06:41.134554,2021-03-21,2021,3,21,Adidas,adidas,8,2021-03-21
6,sneakernews.com,2021-03-21 10:06:41.138743,2021-03-21,2021,3,21,Adidas,kanye,0,2021-03-21
7,sneakernews.com,2021-03-21 10:06:41.142673,2021-03-21,2021,3,21,Adidas,yeezy,11,2021-03-21
8,sneakernews.com,2021-03-21 10:06:41.146631,2021-03-21,2021,3,21,New Balance,NB,0,2021-03-21
9,sneakernews.com,2021-03-21 10:06:41.150494,2021-03-21,2021,3,21,New Balance,new balance,3,2021-03-21
10,sneakernews.com,2021-03-21 10:06:41.154527,2021-03-21,2021,3,21,Puma,Puma,0,2021-03-21
11,sneakernews.com,2021-03-21 10:06:41.158193,2021-03-21,2021,3,21,Puma,puma,2,2021-03-21
12,sneakernews.com,2021-03-21 10:06:41.162286,2021-03-21,2021,3,21,Vans,Vans,0,2021-03-21
13,sneakernews.com,2021-03-21 10:06:41.166120,2021-03-21,2021,3,21,Vans,vans,3,2021-03-21
0,Solecollector.com,2021-03-21 10:06:42.446957,2021-03-21,2021,3,21,Nike,nike,6,2021-03-21
1,Solecollector.com,2021-03-21 10:06:42.525172,2021-03-21,2021,3,21,Nike,jordan,6,2021-03-21
2,Solecollector.com,2021-03-21 10:06:42.531348,2021-03-21,2021,3,21,Nike,converse,0,2021-03-21
3,Solecollector.com,2021-03-21 10:06:42.537257,2021-03-21,2021,3,21,Adidas,adidas,1,2021-03-21
4,Solecollector.com,2021-03-21 10:06:42.546965,2021-03-21,2021,3,21,Adidas,reebok,1,2021-03-21
5,Solecollector.com,2021-03-21 10:06:42.556628,2021-03-21,2021,3,21,Adidas,adidas,1,2021-03-21
6,Solecollector.com,2021-03-21 10:06:42.562106,2021-03-21,2021,3,21,Adidas,kanye,0,2021-03-21
7,Solecollector.com,2021-03-21 10:06:42.567317,2021-03-21,2021,3,21,Adidas,yeezy,1,2021-03-21
8,Solecollector.com,2021-03-21 10:06:42.573090,2021-03-21,2021,3,21,New Balance,NB,0,2021-03-21
9,Solecollector.com,2021-03-21 10:06:42.580208,2021-03-21,2021,3,21,New Balance,new balance,0,2021-03-21
10,Solecollector.com,2021-03-21 10:06:42.586372,2021-03-21,2021,3,21,Puma,Puma,0,2021-03-21
11,Solecollector.com,2021-03-21 10:06:42.592200,2021-03-21,2021,3,21,Puma,puma,1,2021-03-21
12,Solecollector.com,2021-03-21 10:06:42.599063,2021-03-21,2021,3,21,Vans,Vans,0,2021-03-21
13,Solecollector.com,2021-03-21 10:06:42.605917,2021-03-21,2021,3,21,Vans,vans,0,2021-03-21
0,hypebeast.com,2021-03-21 10:06:43.217783,2021-03-21,2021,3,21,Nike,nike,0,2021-03-21
1,hypebeast.com,2021-03-21 10:06:43.223973,2021-03-21,2021,3,21,Nike,jordan,2,2021-03-21
2,hypebeast.com,2021-03-21 10:06:43.234145,2021-03-21,2021,3,21,Nike,converse,0,2021-03-21
3,hypebeast.com,2021-03-21 10:06:43.241106,2021-03-21,2021,3,21,Adidas,adidas,2,2021-03-21
4,hypebeast.com,2021-03-21 10:06:43.247170,2021-03-21,2021,3,21,Adidas,reebok,0,2021-03-21
5,hypebeast.com,2021-03-21 10:06:43.252894,2021-03-21,2021,3,21,Adidas,adidas,2,2021-03-21
6,hypebeast.com,2021-03-21 10:06:43.262298,2021-03-21,2021,3,21,Adidas,kanye,0,2021-03-21
7,hypebeast.com,2021-03-21 10:06:43.270281,2021-03-21,2021,3,21,Adidas,yeezy,1,2021-03-21
8,hypebeast.com,2021-03-21 10:06:43.278759,2021-03-21,2021,3,21,New Balance,NB,0,2021-03-21
9,hypebeast.com,2021-03-21 10:06:43.285114,2021-03-21,2021,3,21,New Balance,new balance,1,2021-03-21
10,hypebeast.com,2021-03-21 10:06:43.292396,2021-03-21,2021,3,21,Puma,Puma,0,2021-03-21
11,hypebeast.com,2021-03-21 10:06:43.299799,2021-03-21,2021,3,21,Puma,puma,0,2021-03-21
12,hypebeast.com,2021-03-21 10:06:43.305823,2021-03-21,2021,3,21,Vans,Vans,0,2021-03-21
13,hypebeast.com,2021-03-21 10:06:43.312239,2021-03-21,2021,3,21,Vans,vans,0,2021-03-21
