,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2019-11-19 18:50:11.356637,2019-11-19,2019,11,19,Nike,Nike,10,2019-11-19
1,sneakernews.com,2019-11-19 18:50:13.366869,2019-11-19,2019,11,19,Nike,Jordan,17,2019-11-19
2,sneakernews.com,2019-11-19 18:50:13.580531,2019-11-19,2019,11,19,Nike,Converse,2,2019-11-19
3,sneakernews.com,2019-11-19 18:50:13.588420,2019-11-19,2019,11,19,Adidas,Adidas,0,2019-11-19
4,sneakernews.com,2019-11-19 18:50:13.596302,2019-11-19,2019,11,19,Adidas,Reebok,2,2019-11-19
5,sneakernews.com,2019-11-19 18:50:13.603775,2019-11-19,2019,11,19,Adidas,ADIDAS,0,2019-11-19
6,sneakernews.com,2019-11-19 18:50:13.611082,2019-11-19,2019,11,19,Adidas,Yeezy,7,2019-11-19
7,sneakernews.com,2019-11-19 18:50:13.621957,2019-11-19,2019,11,19,Adidas,Kanye,0,2019-11-19
8,sneakernews.com,2019-11-19 18:50:13.628859,2019-11-19,2019,11,19,Adidas,adidas,10,2019-11-19
9,sneakernews.com,2019-11-19 18:50:13.635580,2019-11-19,2019,11,19,Adidas,kanye,0,2019-11-19
10,sneakernews.com,2019-11-19 18:50:13.642804,2019-11-19,2019,11,19,Adidas,yeezy,0,2019-11-19
11,sneakernews.com,2019-11-19 18:50:13.654016,2019-11-19,2019,11,19,New Balance,New Balance,3,2019-11-19
12,sneakernews.com,2019-11-19 18:50:13.665397,2019-11-19,2019,11,19,New Balance,NB,0,2019-11-19
13,sneakernews.com,2019-11-19 18:50:13.672964,2019-11-19,2019,11,19,New Balance,new balance,0,2019-11-19
14,sneakernews.com,2019-11-19 18:50:13.682317,2019-11-19,2019,11,19,Puma,Puma,2,2019-11-19
15,sneakernews.com,2019-11-19 18:50:13.689082,2019-11-19,2019,11,19,Puma,puma,0,2019-11-19
16,sneakernews.com,2019-11-19 18:50:13.696306,2019-11-19,2019,11,19,Vans,Vans,2,2019-11-19
17,sneakernews.com,2019-11-19 18:50:13.702775,2019-11-19,2019,11,19,Vans,vans,0,2019-11-19
0,Solecollector.com,2019-11-19 18:50:22.740665,2019-11-19,2019,11,19,Nike,Nike,8,2019-11-19
1,Solecollector.com,2019-11-19 18:50:22.748382,2019-11-19,2019,11,19,Nike,Jordan,4,2019-11-19
2,Solecollector.com,2019-11-19 18:50:22.756203,2019-11-19,2019,11,19,Nike,Converse,0,2019-11-19
3,Solecollector.com,2019-11-19 18:50:22.762520,2019-11-19,2019,11,19,Adidas,Adidas,1,2019-11-19
4,Solecollector.com,2019-11-19 18:50:22.768560,2019-11-19,2019,11,19,Adidas,Reebok,3,2019-11-19
