,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2021-11-14 10:46:17.283910,2021-11-14,2021,11,14,Nike,nike,10,2021-11-14
1,sneakernews.com,2021-11-14 10:46:17.287991,2021-11-14,2021,11,14,Nike,jordan,22,2021-11-14
2,sneakernews.com,2021-11-14 10:46:17.291976,2021-11-14,2021,11,14,Nike,converse,2,2021-11-14
3,sneakernews.com,2021-11-14 10:46:17.295732,2021-11-14,2021,11,14,Adidas,adidas,5,2021-11-14
4,sneakernews.com,2021-11-14 10:46:17.299616,2021-11-14,2021,11,14,Adidas,reebok,2,2021-11-14
5,sneakernews.com,2021-11-14 10:46:17.303274,2021-11-14,2021,11,14,Adidas,adidas,5,2021-11-14
6,sneakernews.com,2021-11-14 10:46:17.306936,2021-11-14,2021,11,14,Adidas,kanye,0,2021-11-14
7,sneakernews.com,2021-11-14 10:46:17.310676,2021-11-14,2021,11,14,Adidas,yeezy,5,2021-11-14
8,sneakernews.com,2021-11-14 10:46:17.314370,2021-11-14,2021,11,14,New Balance,NB,0,2021-11-14
9,sneakernews.com,2021-11-14 10:46:17.318074,2021-11-14,2021,11,14,New Balance,new balance,3,2021-11-14
10,sneakernews.com,2021-11-14 10:46:17.321725,2021-11-14,2021,11,14,Puma,Puma,0,2021-11-14
11,sneakernews.com,2021-11-14 10:46:17.325346,2021-11-14,2021,11,14,Puma,puma,2,2021-11-14
12,sneakernews.com,2021-11-14 10:46:17.329046,2021-11-14,2021,11,14,Vans,Vans,0,2021-11-14
13,sneakernews.com,2021-11-14 10:46:17.332667,2021-11-14,2021,11,14,Vans,vans,2,2021-11-14
0,Solecollector.com,2021-11-14 10:46:18.728647,2021-11-14,2021,11,14,Nike,nike,4,2021-11-14
1,Solecollector.com,2021-11-14 10:46:18.732521,2021-11-14,2021,11,14,Nike,jordan,5,2021-11-14
2,Solecollector.com,2021-11-14 10:46:18.736298,2021-11-14,2021,11,14,Nike,converse,0,2021-11-14
3,Solecollector.com,2021-11-14 10:46:18.739982,2021-11-14,2021,11,14,Adidas,adidas,3,2021-11-14
4,Solecollector.com,2021-11-14 10:46:18.743484,2021-11-14,2021,11,14,Adidas,reebok,1,2021-11-14
5,Solecollector.com,2021-11-14 10:46:18.747094,2021-11-14,2021,11,14,Adidas,adidas,3,2021-11-14
6,Solecollector.com,2021-11-14 10:46:18.750606,2021-11-14,2021,11,14,Adidas,kanye,0,2021-11-14
7,Solecollector.com,2021-11-14 10:46:18.754068,2021-11-14,2021,11,14,Adidas,yeezy,0,2021-11-14
8,Solecollector.com,2021-11-14 10:46:18.757612,2021-11-14,2021,11,14,New Balance,NB,0,2021-11-14
9,Solecollector.com,2021-11-14 10:46:18.761175,2021-11-14,2021,11,14,New Balance,new balance,0,2021-11-14
10,Solecollector.com,2021-11-14 10:46:18.764804,2021-11-14,2021,11,14,Puma,Puma,0,2021-11-14
11,Solecollector.com,2021-11-14 10:46:18.768441,2021-11-14,2021,11,14,Puma,puma,1,2021-11-14
12,Solecollector.com,2021-11-14 10:46:18.771948,2021-11-14,2021,11,14,Vans,Vans,0,2021-11-14
13,Solecollector.com,2021-11-14 10:46:18.775520,2021-11-14,2021,11,14,Vans,vans,0,2021-11-14
0,hypebeast.com,2021-11-14 10:46:19.440311,2021-11-14,2021,11,14,Nike,nike,1,2021-11-14
1,hypebeast.com,2021-11-14 10:46:19.443888,2021-11-14,2021,11,14,Nike,jordan,2,2021-11-14
2,hypebeast.com,2021-11-14 10:46:19.447489,2021-11-14,2021,11,14,Nike,converse,0,2021-11-14
3,hypebeast.com,2021-11-14 10:46:19.451048,2021-11-14,2021,11,14,Adidas,adidas,0,2021-11-14
4,hypebeast.com,2021-11-14 10:46:19.454512,2021-11-14,2021,11,14,Adidas,reebok,0,2021-11-14
5,hypebeast.com,2021-11-14 10:46:19.457930,2021-11-14,2021,11,14,Adidas,adidas,0,2021-11-14
6,hypebeast.com,2021-11-14 10:46:19.461357,2021-11-14,2021,11,14,Adidas,kanye,1,2021-11-14
7,hypebeast.com,2021-11-14 10:46:19.464626,2021-11-14,2021,11,14,Adidas,yeezy,0,2021-11-14
8,hypebeast.com,2021-11-14 10:46:19.468116,2021-11-14,2021,11,14,New Balance,NB,0,2021-11-14
9,hypebeast.com,2021-11-14 10:46:19.471395,2021-11-14,2021,11,14,New Balance,new balance,0,2021-11-14
10,hypebeast.com,2021-11-14 10:46:19.475324,2021-11-14,2021,11,14,Puma,Puma,0,2021-11-14
11,hypebeast.com,2021-11-14 10:46:19.478918,2021-11-14,2021,11,14,Puma,puma,0,2021-11-14
12,hypebeast.com,2021-11-14 10:46:19.482608,2021-11-14,2021,11,14,Vans,Vans,0,2021-11-14
13,hypebeast.com,2021-11-14 10:46:19.486255,2021-11-14,2021,11,14,Vans,vans,0,2021-11-14
