,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-02-02 07:09:09.813580,2020-02-02,2020,2,2,Nike,nike,14,2020-02-02
1,sneakernews.com,2020-02-02 07:09:09.834859,2020-02-02,2020,2,2,Nike,jordan,18,2020-02-02
2,sneakernews.com,2020-02-02 07:09:09.842765,2020-02-02,2020,2,2,Nike,converse,2,2020-02-02
3,sneakernews.com,2020-02-02 07:09:09.847176,2020-02-02,2020,2,2,Adidas,adidas,6,2020-02-02
4,sneakernews.com,2020-02-02 07:09:09.851488,2020-02-02,2020,2,2,Adidas,reebok,2,2020-02-02
5,sneakernews.com,2020-02-02 07:09:09.855822,2020-02-02,2020,2,2,Adidas,adidas,6,2020-02-02
6,sneakernews.com,2020-02-02 07:09:09.859982,2020-02-02,2020,2,2,Adidas,kanye,0,2020-02-02
7,sneakernews.com,2020-02-02 07:09:09.864142,2020-02-02,2020,2,2,Adidas,yeezy,5,2020-02-02
8,sneakernews.com,2020-02-02 07:09:09.868185,2020-02-02,2020,2,2,New Balance,NB,0,2020-02-02
9,sneakernews.com,2020-02-02 07:09:09.872200,2020-02-02,2020,2,2,New Balance,new balance,3,2020-02-02
10,sneakernews.com,2020-02-02 07:09:09.876144,2020-02-02,2020,2,2,Puma,Puma,0,2020-02-02
11,sneakernews.com,2020-02-02 07:09:09.879826,2020-02-02,2020,2,2,Puma,puma,2,2020-02-02
12,sneakernews.com,2020-02-02 07:09:09.883653,2020-02-02,2020,2,2,Vans,Vans,0,2020-02-02
13,sneakernews.com,2020-02-02 07:09:09.886972,2020-02-02,2020,2,2,Vans,vans,2,2020-02-02
0,Solecollector.com,2020-02-02 07:09:11.368278,2020-02-02,2020,2,2,Nike,nike,7,2020-02-02
1,Solecollector.com,2020-02-02 07:09:11.371899,2020-02-02,2020,2,2,Nike,jordan,5,2020-02-02
2,Solecollector.com,2020-02-02 07:09:11.375261,2020-02-02,2020,2,2,Nike,converse,0,2020-02-02
3,Solecollector.com,2020-02-02 07:09:11.378779,2020-02-02,2020,2,2,Adidas,adidas,1,2020-02-02
4,Solecollector.com,2020-02-02 07:09:11.382186,2020-02-02,2020,2,2,Adidas,reebok,1,2020-02-02
5,Solecollector.com,2020-02-02 07:09:11.385706,2020-02-02,2020,2,2,Adidas,adidas,1,2020-02-02
6,Solecollector.com,2020-02-02 07:09:11.389132,2020-02-02,2020,2,2,Adidas,kanye,0,2020-02-02
7,Solecollector.com,2020-02-02 07:09:11.392344,2020-02-02,2020,2,2,Adidas,yeezy,0,2020-02-02
8,Solecollector.com,2020-02-02 07:09:11.396451,2020-02-02,2020,2,2,New Balance,NB,0,2020-02-02
9,Solecollector.com,2020-02-02 07:09:11.400344,2020-02-02,2020,2,2,New Balance,new balance,0,2020-02-02
10,Solecollector.com,2020-02-02 07:09:11.403956,2020-02-02,2020,2,2,Puma,Puma,0,2020-02-02
11,Solecollector.com,2020-02-02 07:09:11.410561,2020-02-02,2020,2,2,Puma,puma,1,2020-02-02
12,Solecollector.com,2020-02-02 07:09:11.413998,2020-02-02,2020,2,2,Vans,Vans,0,2020-02-02
13,Solecollector.com,2020-02-02 07:09:11.417475,2020-02-02,2020,2,2,Vans,vans,0,2020-02-02
0,hypebeast.com,2020-02-02 07:09:13.204665,2020-02-02,2020,2,2,Nike,nike,6,2020-02-02
1,hypebeast.com,2020-02-02 07:09:13.208271,2020-02-02,2020,2,2,Nike,jordan,0,2020-02-02
2,hypebeast.com,2020-02-02 07:09:13.211885,2020-02-02,2020,2,2,Nike,converse,1,2020-02-02
3,hypebeast.com,2020-02-02 07:09:13.215707,2020-02-02,2020,2,2,Adidas,adidas,1,2020-02-02
4,hypebeast.com,2020-02-02 07:09:13.219653,2020-02-02,2020,2,2,Adidas,reebok,1,2020-02-02
5,hypebeast.com,2020-02-02 07:09:13.223211,2020-02-02,2020,2,2,Adidas,adidas,1,2020-02-02
6,hypebeast.com,2020-02-02 07:09:13.226614,2020-02-02,2020,2,2,Adidas,kanye,0,2020-02-02
7,hypebeast.com,2020-02-02 07:09:13.230569,2020-02-02,2020,2,2,Adidas,yeezy,0,2020-02-02
8,hypebeast.com,2020-02-02 07:09:13.234358,2020-02-02,2020,2,2,New Balance,NB,0,2020-02-02
9,hypebeast.com,2020-02-02 07:09:13.238330,2020-02-02,2020,2,2,New Balance,new balance,0,2020-02-02
10,hypebeast.com,2020-02-02 07:09:13.242195,2020-02-02,2020,2,2,Puma,Puma,0,2020-02-02
11,hypebeast.com,2020-02-02 07:09:13.246370,2020-02-02,2020,2,2,Puma,puma,1,2020-02-02
12,hypebeast.com,2020-02-02 07:09:13.250428,2020-02-02,2020,2,2,Vans,Vans,0,2020-02-02
13,hypebeast.com,2020-02-02 07:09:13.254141,2020-02-02,2020,2,2,Vans,vans,0,2020-02-02
