,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2019-11-16 07:58:34.922594,2019-11-16,2019,11,16,Nike,Nike,11,2019-11-16
1,sneakernews.com,2019-11-16 07:58:35.723895,2019-11-16,2019,11,16,Nike,Jordan,18,2019-11-16
2,sneakernews.com,2019-11-16 07:58:35.858316,2019-11-16,2019,11,16,Nike,Converse,2,2019-11-16
3,sneakernews.com,2019-11-16 07:58:35.865894,2019-11-16,2019,11,16,Adidas,Adidas,0,2019-11-16
4,sneakernews.com,2019-11-16 07:58:35.873126,2019-11-16,2019,11,16,Adidas,Reebok,2,2019-11-16
5,sneakernews.com,2019-11-16 07:58:35.879543,2019-11-16,2019,11,16,Adidas,ADIDAS,0,2019-11-16
6,sneakernews.com,2019-11-16 07:58:35.886032,2019-11-16,2019,11,16,Adidas,Yeezy,7,2019-11-16
7,sneakernews.com,2019-11-16 07:58:35.891740,2019-11-16,2019,11,16,Adidas,Kanye,0,2019-11-16
8,sneakernews.com,2019-11-16 07:58:35.898680,2019-11-16,2019,11,16,Adidas,adidas,7,2019-11-16
9,sneakernews.com,2019-11-16 07:58:35.904963,2019-11-16,2019,11,16,Adidas,kanye,0,2019-11-16
10,sneakernews.com,2019-11-16 07:58:35.911120,2019-11-16,2019,11,16,Adidas,yeezy,0,2019-11-16
11,sneakernews.com,2019-11-16 07:58:35.917351,2019-11-16,2019,11,16,New Balance,New Balance,2,2019-11-16
12,sneakernews.com,2019-11-16 07:58:35.923521,2019-11-16,2019,11,16,New Balance,NB,0,2019-11-16
13,sneakernews.com,2019-11-16 07:58:35.929943,2019-11-16,2019,11,16,New Balance,new balance,0,2019-11-16
14,sneakernews.com,2019-11-16 07:58:35.936580,2019-11-16,2019,11,16,Puma,Puma,2,2019-11-16
15,sneakernews.com,2019-11-16 07:58:35.942432,2019-11-16,2019,11,16,Puma,puma,0,2019-11-16
16,sneakernews.com,2019-11-16 07:58:35.949008,2019-11-16,2019,11,16,Vans,Vans,2,2019-11-16
17,sneakernews.com,2019-11-16 07:58:35.955175,2019-11-16,2019,11,16,Vans,vans,0,2019-11-16
0,Solecollector.com,2019-11-16 18:00:55.900529,2019-11-16,2019,11,16,Nike,Nike,7,2019-11-16
1,Solecollector.com,2019-11-16 18:00:56.055396,2019-11-16,2019,11,16,Nike,Jordan,3,2019-11-16
2,Solecollector.com,2019-11-16 18:00:56.073134,2019-11-16,2019,11,16,Nike,Converse,0,2019-11-16
3,Solecollector.com,2019-11-16 18:00:56.080912,2019-11-16,2019,11,16,Adidas,Adidas,4,2019-11-16
4,Solecollector.com,2019-11-16 18:00:56.087206,2019-11-16,2019,11,16,Adidas,Reebok,1,2019-11-16
5,Solecollector.com,2019-11-16 18:00:56.093449,2019-11-16,2019,11,16,Adidas,ADIDAS,0,2019-11-16
6,Solecollector.com,2019-11-16 18:00:56.099514,2019-11-16,2019,11,16,Adidas,Yeezy,1,2019-11-16
7,Solecollector.com,2019-11-16 18:00:56.105953,2019-11-16,2019,11,16,Adidas,Kanye,0,2019-11-16
8,Solecollector.com,2019-11-16 18:00:56.111742,2019-11-16,2019,11,16,Adidas,adidas,0,2019-11-16
9,Solecollector.com,2019-11-16 18:00:56.117568,2019-11-16,2019,11,16,Adidas,kanye,0,2019-11-16
10,Solecollector.com,2019-11-16 18:00:56.123313,2019-11-16,2019,11,16,Adidas,yeezy,0,2019-11-16
11,Solecollector.com,2019-11-16 18:00:56.129101,2019-11-16,2019,11,16,New Balance,New Balance,0,2019-11-16
12,Solecollector.com,2019-11-16 18:00:56.136438,2019-11-16,2019,11,16,New Balance,NB,0,2019-11-16
13,Solecollector.com,2019-11-16 18:00:56.142245,2019-11-16,2019,11,16,New Balance,new balance,0,2019-11-16
14,Solecollector.com,2019-11-16 18:00:56.149976,2019-11-16,2019,11,16,Puma,Puma,1,2019-11-16
15,Solecollector.com,2019-11-16 18:00:56.158003,2019-11-16,2019,11,16,Puma,puma,0,2019-11-16
16,Solecollector.com,2019-11-16 18:00:56.164375,2019-11-16,2019,11,16,Vans,Vans,0,2019-11-16
17,Solecollector.com,2019-11-16 18:00:56.170695,2019-11-16,2019,11,16,Vans,vans,0,2019-11-16
0,hypebeast.com,2019-11-16 18:01:19.225664,2019-11-16,2019,11,16,Nike,Nike,10,2019-11-16
1,hypebeast.com,2019-11-16 18:01:19.233077,2019-11-16,2019,11,16,Nike,Jordan,5,2019-11-16
2,hypebeast.com,2019-11-16 18:01:19.241268,2019-11-16,2019,11,16,Nike,Converse,1,2019-11-16
3,hypebeast.com,2019-11-16 18:01:19.249297,2019-11-16,2019,11,16,Adidas,Adidas,1,2019-11-16
4,hypebeast.com,2019-11-16 18:01:19.257146,2019-11-16,2019,11,16,Adidas,Reebok,0,2019-11-16
5,hypebeast.com,2019-11-16 18:01:19.266304,2019-11-16,2019,11,16,Adidas,ADIDAS,0,2019-11-16
6,hypebeast.com,2019-11-16 18:01:19.274801,2019-11-16,2019,11,16,Adidas,Yeezy,0,2019-11-16
7,hypebeast.com,2019-11-16 18:01:19.282865,2019-11-16,2019,11,16,Adidas,Kanye,2,2019-11-16
8,hypebeast.com,2019-11-16 18:01:19.291860,2019-11-16,2019,11,16,Adidas,adidas,1,2019-11-16
9,hypebeast.com,2019-11-16 18:01:19.300443,2019-11-16,2019,11,16,Adidas,kanye,0,2019-11-16
