,website,dtg,date,year,month,day,shoe_company,brand,count,short_date
0,sneakernews.com,2020-05-14 17:38:29.127554,2020-05-14,2020,5,14,Nike,nike,11,2020-05-14
1,sneakernews.com,2020-05-14 17:38:29.133715,2020-05-14,2020,5,14,Nike,jordan,18,2020-05-14
2,sneakernews.com,2020-05-14 17:38:29.139824,2020-05-14,2020,5,14,Nike,converse,2,2020-05-14
3,sneakernews.com,2020-05-14 17:38:29.145222,2020-05-14,2020,5,14,Adidas,adidas,9,2020-05-14
4,sneakernews.com,2020-05-14 17:38:29.150725,2020-05-14,2020,5,14,Adidas,reebok,2,2020-05-14
5,sneakernews.com,2020-05-14 17:38:29.155847,2020-05-14,2020,5,14,Adidas,adidas,9,2020-05-14
6,sneakernews.com,2020-05-14 17:38:29.161565,2020-05-14,2020,5,14,Adidas,kanye,0,2020-05-14
7,sneakernews.com,2020-05-14 17:38:29.167992,2020-05-14,2020,5,14,Adidas,yeezy,7,2020-05-14
8,sneakernews.com,2020-05-14 17:38:29.178931,2020-05-14,2020,5,14,New Balance,NB,0,2020-05-14
9,sneakernews.com,2020-05-14 17:38:29.184344,2020-05-14,2020,5,14,New Balance,new balance,3,2020-05-14
10,sneakernews.com,2020-05-14 17:38:29.189660,2020-05-14,2020,5,14,Puma,Puma,0,2020-05-14
11,sneakernews.com,2020-05-14 17:38:29.195573,2020-05-14,2020,5,14,Puma,puma,2,2020-05-14
12,sneakernews.com,2020-05-14 17:38:29.201862,2020-05-14,2020,5,14,Vans,Vans,0,2020-05-14
13,sneakernews.com,2020-05-14 17:38:29.207488,2020-05-14,2020,5,14,Vans,vans,2,2020-05-14
0,Solecollector.com,2020-05-14 17:38:31.627839,2020-05-14,2020,5,14,Nike,nike,10,2020-05-14
1,Solecollector.com,2020-05-14 17:38:31.634125,2020-05-14,2020,5,14,Nike,jordan,3,2020-05-14
2,Solecollector.com,2020-05-14 17:38:31.643896,2020-05-14,2020,5,14,Nike,converse,0,2020-05-14
3,Solecollector.com,2020-05-14 17:38:31.649737,2020-05-14,2020,5,14,Adidas,adidas,1,2020-05-14
4,Solecollector.com,2020-05-14 17:38:31.655037,2020-05-14,2020,5,14,Adidas,reebok,1,2020-05-14
5,Solecollector.com,2020-05-14 17:38:31.661003,2020-05-14,2020,5,14,Adidas,adidas,1,2020-05-14
6,Solecollector.com,2020-05-14 17:38:31.666435,2020-05-14,2020,5,14,Adidas,kanye,0,2020-05-14
7,Solecollector.com,2020-05-14 17:38:31.671920,2020-05-14,2020,5,14,Adidas,yeezy,0,2020-05-14
8,Solecollector.com,2020-05-14 17:38:31.677451,2020-05-14,2020,5,14,New Balance,NB,0,2020-05-14
9,Solecollector.com,2020-05-14 17:38:31.682959,2020-05-14,2020,5,14,New Balance,new balance,0,2020-05-14
10,Solecollector.com,2020-05-14 17:38:31.689043,2020-05-14,2020,5,14,Puma,Puma,0,2020-05-14
11,Solecollector.com,2020-05-14 17:38:31.694879,2020-05-14,2020,5,14,Puma,puma,1,2020-05-14
12,Solecollector.com,2020-05-14 17:38:31.701850,2020-05-14,2020,5,14,Vans,Vans,0,2020-05-14
13,Solecollector.com,2020-05-14 17:38:31.707437,2020-05-14,2020,5,14,Vans,vans,0,2020-05-14
0,hypebeast.com,2020-05-14 17:38:34.614632,2020-05-14,2020,5,14,Nike,nike,10,2020-05-14
1,hypebeast.com,2020-05-14 17:38:34.621065,2020-05-14,2020,5,14,Nike,jordan,4,2020-05-14
2,hypebeast.com,2020-05-14 17:38:34.627292,2020-05-14,2020,5,14,Nike,converse,1,2020-05-14
3,hypebeast.com,2020-05-14 17:38:34.632957,2020-05-14,2020,5,14,Adidas,adidas,2,2020-05-14
4,hypebeast.com,2020-05-14 17:38:34.638562,2020-05-14,2020,5,14,Adidas,reebok,1,2020-05-14
5,hypebeast.com,2020-05-14 17:38:34.643664,2020-05-14,2020,5,14,Adidas,adidas,2,2020-05-14
6,hypebeast.com,2020-05-14 17:38:34.649770,2020-05-14,2020,5,14,Adidas,kanye,0,2020-05-14
7,hypebeast.com,2020-05-14 17:38:34.655536,2020-05-14,2020,5,14,Adidas,yeezy,0,2020-05-14
8,hypebeast.com,2020-05-14 17:38:34.668592,2020-05-14,2020,5,14,New Balance,NB,0,2020-05-14
9,hypebeast.com,2020-05-14 17:38:34.673960,2020-05-14,2020,5,14,New Balance,new balance,0,2020-05-14
10,hypebeast.com,2020-05-14 17:38:34.680776,2020-05-14,2020,5,14,Puma,Puma,0,2020-05-14
11,hypebeast.com,2020-05-14 17:38:34.686761,2020-05-14,2020,5,14,Puma,puma,1,2020-05-14
12,hypebeast.com,2020-05-14 17:38:34.693581,2020-05-14,2020,5,14,Vans,Vans,0,2020-05-14
13,hypebeast.com,2020-05-14 17:38:34.699580,2020-05-14,2020,5,14,Vans,vans,0,2020-05-14
