,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-01-29 21:16:49.809500,2020-01-29,2020,1,29,Nike,nike,9,2020-01-29
1,sneakernews.com,2020-01-29 21:16:49.816686,2020-01-29,2020,1,29,Nike,jordan,17,2020-01-29
2,sneakernews.com,2020-01-29 21:16:49.821445,2020-01-29,2020,1,29,Nike,converse,2,2020-01-29
3,sneakernews.com,2020-01-29 21:16:49.831182,2020-01-29,2020,1,29,Adidas,adidas,8,2020-01-29
4,sneakernews.com,2020-01-29 21:16:49.835523,2020-01-29,2020,1,29,Adidas,reebok,4,2020-01-29
5,sneakernews.com,2020-01-29 21:16:49.839759,2020-01-29,2020,1,29,Adidas,adidas,8,2020-01-29
6,sneakernews.com,2020-01-29 21:16:49.843972,2020-01-29,2020,1,29,Adidas,kanye,0,2020-01-29
7,sneakernews.com,2020-01-29 21:16:49.848088,2020-01-29,2020,1,29,Adidas,yeezy,4,2020-01-29
8,sneakernews.com,2020-01-29 21:16:49.852209,2020-01-29,2020,1,29,New Balance,NB,0,2020-01-29
9,sneakernews.com,2020-01-29 21:16:49.856248,2020-01-29,2020,1,29,New Balance,new balance,2,2020-01-29
10,sneakernews.com,2020-01-29 21:16:49.859887,2020-01-29,2020,1,29,Puma,Puma,0,2020-01-29
11,sneakernews.com,2020-01-29 21:16:49.863316,2020-01-29,2020,1,29,Puma,puma,2,2020-01-29
12,sneakernews.com,2020-01-29 21:16:49.866715,2020-01-29,2020,1,29,Vans,Vans,0,2020-01-29
13,sneakernews.com,2020-01-29 21:16:49.870125,2020-01-29,2020,1,29,Vans,vans,2,2020-01-29
0,Solecollector.com,2020-01-29 21:16:50.899500,2020-01-29,2020,1,29,Nike,nike,3,2020-01-29
1,Solecollector.com,2020-01-29 21:16:50.903111,2020-01-29,2020,1,29,Nike,jordan,7,2020-01-29
2,Solecollector.com,2020-01-29 21:16:50.906679,2020-01-29,2020,1,29,Nike,converse,0,2020-01-29
3,Solecollector.com,2020-01-29 21:16:50.910141,2020-01-29,2020,1,29,Adidas,adidas,3,2020-01-29
4,Solecollector.com,2020-01-29 21:16:50.913518,2020-01-29,2020,1,29,Adidas,reebok,1,2020-01-29
5,Solecollector.com,2020-01-29 21:16:50.916879,2020-01-29,2020,1,29,Adidas,adidas,3,2020-01-29
6,Solecollector.com,2020-01-29 21:16:50.920303,2020-01-29,2020,1,29,Adidas,kanye,0,2020-01-29
7,Solecollector.com,2020-01-29 21:16:50.923846,2020-01-29,2020,1,29,Adidas,yeezy,2,2020-01-29
8,Solecollector.com,2020-01-29 21:16:50.927452,2020-01-29,2020,1,29,New Balance,NB,0,2020-01-29
9,Solecollector.com,2020-01-29 21:16:50.930952,2020-01-29,2020,1,29,New Balance,new balance,0,2020-01-29
10,Solecollector.com,2020-01-29 21:16:50.934451,2020-01-29,2020,1,29,Puma,Puma,0,2020-01-29
11,Solecollector.com,2020-01-29 21:16:50.941551,2020-01-29,2020,1,29,Puma,puma,1,2020-01-29
12,Solecollector.com,2020-01-29 21:16:50.945036,2020-01-29,2020,1,29,Vans,Vans,0,2020-01-29
13,Solecollector.com,2020-01-29 21:16:50.948699,2020-01-29,2020,1,29,Vans,vans,0,2020-01-29
0,hypebeast.com,2020-01-29 21:16:52.846557,2020-01-29,2020,1,29,Nike,nike,12,2020-01-29
1,hypebeast.com,2020-01-29 21:16:52.850140,2020-01-29,2020,1,29,Nike,jordan,0,2020-01-29
2,hypebeast.com,2020-01-29 21:16:52.853756,2020-01-29,2020,1,29,Nike,converse,1,2020-01-29
3,hypebeast.com,2020-01-29 21:16:52.857331,2020-01-29,2020,1,29,Adidas,adidas,1,2020-01-29
4,hypebeast.com,2020-01-29 21:16:52.860738,2020-01-29,2020,1,29,Adidas,reebok,2,2020-01-29
5,hypebeast.com,2020-01-29 21:16:52.864074,2020-01-29,2020,1,29,Adidas,adidas,1,2020-01-29
6,hypebeast.com,2020-01-29 21:16:52.867497,2020-01-29,2020,1,29,Adidas,kanye,0,2020-01-29
7,hypebeast.com,2020-01-29 21:16:52.870791,2020-01-29,2020,1,29,Adidas,yeezy,0,2020-01-29
8,hypebeast.com,2020-01-29 21:16:52.874158,2020-01-29,2020,1,29,New Balance,NB,0,2020-01-29
9,hypebeast.com,2020-01-29 21:16:52.877514,2020-01-29,2020,1,29,New Balance,new balance,0,2020-01-29
10,hypebeast.com,2020-01-29 21:16:52.880817,2020-01-29,2020,1,29,Puma,Puma,0,2020-01-29
11,hypebeast.com,2020-01-29 21:16:52.884344,2020-01-29,2020,1,29,Puma,puma,1,2020-01-29
12,hypebeast.com,2020-01-29 21:16:52.887840,2020-01-29,2020,1,29,Vans,Vans,0,2020-01-29
13,hypebeast.com,2020-01-29 21:16:52.891270,2020-01-29,2020,1,29,Vans,vans,0,2020-01-29
