,website,dtg,date,year,month,day,category_name,item,count,short_date
0,sneakernews.com,2020-02-08 18:15:57.847942,2020-02-08,2020,2,8,Nike,nike,12,2020-02-08
1,sneakernews.com,2020-02-08 18:15:57.851814,2020-02-08,2020,2,8,Nike,jordan,19,2020-02-08
2,sneakernews.com,2020-02-08 18:15:57.855668,2020-02-08,2020,2,8,Nike,converse,2,2020-02-08
3,sneakernews.com,2020-02-08 18:15:57.859448,2020-02-08,2020,2,8,Adidas,adidas,6,2020-02-08
4,sneakernews.com,2020-02-08 18:15:57.863134,2020-02-08,2020,2,8,Adidas,reebok,2,2020-02-08
5,sneakernews.com,2020-02-08 18:15:57.866826,2020-02-08,2020,2,8,Adidas,adidas,6,2020-02-08
6,sneakernews.com,2020-02-08 18:15:57.870772,2020-02-08,2020,2,8,Adidas,kanye,0,2020-02-08
7,sneakernews.com,2020-02-08 18:15:57.874793,2020-02-08,2020,2,8,Adidas,yeezy,5,2020-02-08
8,sneakernews.com,2020-02-08 18:15:57.878640,2020-02-08,2020,2,8,New Balance,NB,0,2020-02-08
9,sneakernews.com,2020-02-08 18:15:57.882894,2020-02-08,2020,2,8,New Balance,new balance,3,2020-02-08
10,sneakernews.com,2020-02-08 18:15:57.887122,2020-02-08,2020,2,8,Puma,Puma,0,2020-02-08
11,sneakernews.com,2020-02-08 18:15:57.890878,2020-02-08,2020,2,8,Puma,puma,2,2020-02-08
12,sneakernews.com,2020-02-08 18:15:57.895252,2020-02-08,2020,2,8,Vans,Vans,0,2020-02-08
13,sneakernews.com,2020-02-08 18:15:57.899586,2020-02-08,2020,2,8,Vans,vans,2,2020-02-08
0,Solecollector.com,2020-02-08 18:15:59.623046,2020-02-08,2020,2,8,Nike,nike,4,2020-02-08
1,Solecollector.com,2020-02-08 18:15:59.627765,2020-02-08,2020,2,8,Nike,jordan,7,2020-02-08
2,Solecollector.com,2020-02-08 18:15:59.631692,2020-02-08,2020,2,8,Nike,converse,0,2020-02-08
3,Solecollector.com,2020-02-08 18:15:59.635360,2020-02-08,2020,2,8,Adidas,adidas,3,2020-02-08
4,Solecollector.com,2020-02-08 18:15:59.638938,2020-02-08,2020,2,8,Adidas,reebok,1,2020-02-08
5,Solecollector.com,2020-02-08 18:15:59.642450,2020-02-08,2020,2,8,Adidas,adidas,3,2020-02-08
6,Solecollector.com,2020-02-08 18:15:59.646552,2020-02-08,2020,2,8,Adidas,kanye,1,2020-02-08
7,Solecollector.com,2020-02-08 18:15:59.650461,2020-02-08,2020,2,8,Adidas,yeezy,3,2020-02-08
8,Solecollector.com,2020-02-08 18:15:59.654253,2020-02-08,2020,2,8,New Balance,NB,0,2020-02-08
9,Solecollector.com,2020-02-08 18:15:59.657811,2020-02-08,2020,2,8,New Balance,new balance,0,2020-02-08
10,Solecollector.com,2020-02-08 18:15:59.661469,2020-02-08,2020,2,8,Puma,Puma,0,2020-02-08
11,Solecollector.com,2020-02-08 18:15:59.664958,2020-02-08,2020,2,8,Puma,puma,1,2020-02-08
12,Solecollector.com,2020-02-08 18:15:59.668598,2020-02-08,2020,2,8,Vans,Vans,0,2020-02-08
13,Solecollector.com,2020-02-08 18:15:59.672200,2020-02-08,2020,2,8,Vans,vans,0,2020-02-08
0,hypebeast.com,2020-02-08 18:16:01.708082,2020-02-08,2020,2,8,Nike,nike,2,2020-02-08
1,hypebeast.com,2020-02-08 18:16:01.711594,2020-02-08,2020,2,8,Nike,jordan,0,2020-02-08
2,hypebeast.com,2020-02-08 18:16:01.715498,2020-02-08,2020,2,8,Nike,converse,1,2020-02-08
3,hypebeast.com,2020-02-08 18:16:01.724987,2020-02-08,2020,2,8,Adidas,adidas,1,2020-02-08
4,hypebeast.com,2020-02-08 18:16:01.729086,2020-02-08,2020,2,8,Adidas,reebok,0,2020-02-08
5,hypebeast.com,2020-02-08 18:16:01.739538,2020-02-08,2020,2,8,Adidas,adidas,1,2020-02-08
6,hypebeast.com,2020-02-08 18:16:01.743071,2020-02-08,2020,2,8,Adidas,kanye,0,2020-02-08
7,hypebeast.com,2020-02-08 18:16:01.747324,2020-02-08,2020,2,8,Adidas,yeezy,0,2020-02-08
8,hypebeast.com,2020-02-08 18:16:01.750900,2020-02-08,2020,2,8,New Balance,NB,0,2020-02-08
9,hypebeast.com,2020-02-08 18:16:01.754365,2020-02-08,2020,2,8,New Balance,new balance,0,2020-02-08
10,hypebeast.com,2020-02-08 18:16:01.758192,2020-02-08,2020,2,8,Puma,Puma,0,2020-02-08
11,hypebeast.com,2020-02-08 18:16:01.761943,2020-02-08,2020,2,8,Puma,puma,1,2020-02-08
12,hypebeast.com,2020-02-08 18:16:01.766593,2020-02-08,2020,2,8,Vans,Vans,0,2020-02-08
13,hypebeast.com,2020-02-08 18:16:01.771662,2020-02-08,2020,2,8,Vans,vans,0,2020-02-08
